gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
a4000,1,14,,[m2310：(Chapter 2) Heilong Zhai Cheng],[m2310：(Chapter 2) Heilong Zhai Cheng],,【m2310：【２章】黒龍城砦】</C> ,<C1>【m2310：【２章】黒龍城砦】</C><br/>,,
a4000,1,15,,[m2300：(Chapter 2) Heilong Zhai Cheng (Boss)],[m2300：(Chapter 2) Heilong Zhai Cheng (Boss)],,【m2300：【２章】黒龍城砦・ボス】</C> ,<C1>【m2300：【２章】黒龍城砦・ボス】</C><br/>,,
a4000,1,16,,[m3000：(Chapter 3) Dirke Memorial Park①],[m3000：(Chapter 3) Dirke Memorial Park①],,【m3000：【３章】ディルク記念公園①】</C> ,<C1>【m3000：【３章】ディルク記念公園①】</C><br/>,,
a4000,1,17,,[m3200：(Chapter 3) Desert Sand Dunes],[m3200：(Chapter 3) Desert Sand Dunes],,【m3200：【３章】陽炎砂丘】</C> ,<C1>【m3200：【３章】陽炎砂丘】</C><br/>,,
a4000,1,18,,[m3100：(Chapter 3) Underground Waterway],[m3100：(Chapter 3) Underground Waterway],,【m3100：【３章】地下水路】</C> ,<C1>【m3100：【３章】地下水路】</C><br/>,,
a4000,1,19,,[t2100：(Chapter 3) Tharbad - Traditional District(Night)],[t2100：(Chapter 3) Tharbad - Traditional District(Night)],,【t2100【３章】サルバット・伝統地区（夜）】</C> ,<C1>【t2100【３章】サルバット・伝統地区（夜）】</C><br/>,,
a4000,1,20,,[m3200：(Chapter 3) Desert Sand Dunes],[m3200：(Chapter 3) Desert Sand Dunes],,【m3200：【３章】陽炎砂丘】</C> ,<C1>【m3200：【３章】陽炎砂丘】</C><br/>,,
a4000,1,21,,[m3100：(Chapter 3) Underground Waterway],[m3100：(Chapter 3) Underground Waterway],,【m3100：【３章】地下水路】</C> ,<C1>【m3100：【３章】地下水路】</C><br/>,,
a4000,1,22,,[m3300：(Chapter 3) Vegas Films B5F],[m3300：(Chapter 3) Vegas Films B5F],,【m3300：【３章】ベガスフィルムＢ５Ｆ】</C> ,<C1>【m3300：【３章】ベガスフィルムＢ５Ｆ】</C><br/>,,
a4000,1,23,,[m3200：(Chapter 3) Desert Sand Dunes],[m3200：(Chapter 3) Desert Sand Dunes],,【m3200：【３章】陽炎砂丘】</C> ,<C1>【m3200：【３章】陽炎砂丘】</C><br/>,,
a4000,1,24,,[t2000：(Chapter 3) Al Jumeirah Hotel],[t2000：(Chapter 3) Al Jumeirah Hotel],,【t2000【３章】アルジュメイラホテル】</C> ,<C1>【t2000【３章】アルジュメイラホテル】</C><br/>,,
a4000,1,25,,[m0100：(Chapter 4) Station Street Underground - Depths],[m0100：(Chapter 4) Station Street Underground - Depths],,【m0100：【４章】駅前中央通りの地下道・奥】</C> ,<C1>【m0100：【４章】駅前中央通りの地下道・奥】</C><br/>,,
a4000,1,26,,[c1200：(Chapter 4) Blacklight District - with Zin],[c1200：(Chapter 4) Blacklight District - with Zin],,【c1200：【４章】黒芒街・ジン同行】</C> ,<C1>【c1200：【４章】黒芒街・ジン同行】</C><br/>,,
a4000,1,27,,[m4100：(Chapter 4) Orge Ravine],[m4100：(Chapter 4) Orge Ravine],,【m4100：【４章】オージュ峡谷】</C> ,<C1>【m4100：【４章】オージュ峡谷】</C><br/>,,
a4000,1,28,,[m4000：(Chapter 4) Rare Metal Mine Road],[m4000：(Chapter 4) Rare Metal Mine Road],,【m4000：【４章】レアメタル採掘道】</C> ,<C1>【m4000：【４章】レアメタル採掘道】</C><br/>,,
a4000,1,29,,[m4000：(Chapter 4) Rare Metal Mine Road],[m4000：(Chapter 4) Rare Metal Mine Road],,【m4000：【４章】レアメタル採掘道】</C> ,<C1>【m4000：【４章】レアメタル採掘道】</C><br/>,,
a4000,1,30,,[m4100：(Chapter 4) Orge Ravine],[m4100：(Chapter 4) Orge Ravine],,【m4100：【４章】オージュ峡谷】</C> ,<C1>【m4100：【４章】オージュ峡谷】</C><br/>,,
a4000,1,31,,[m3200：(Chapter 4) Basel - Attack],[m3200：(Chapter 4) Basel - Attack],,【m3200：【４章】バーゼル・襲撃中】</C> ,<C1>【m3200：【４章】バーゼル・襲撃中】</C><br/>,,
a4000,1,32,,[m4200：(Chapter 4) Ort Abandoned Road],[m4200：(Chapter 4) Ort Abandoned Road],,【m4200：【４章】オールト廃道】</C> ,<C1>【m4200：【４章】オールト廃道】</C><br/>,,
a4000,1,33,,[m5000：(Intermission) Dirke Memorial Park],[m5000：(Intermission) Dirke Memorial Park],,【m5000：【間章】ディルク記念公園】</C> ,<C1>【m5000：【間章】ディルク記念公園】</C><br/>,,
a4000,1,34,,[m5100：(Intermission) Mountain Road to Longlai Waterfall],[m5100：(Intermission) Mountain Road to Longlai Waterfall],,【m5100：【間章】龍來瀑布への山道】</C> ,<C1>【m5100：【間章】龍來瀑布への山道】</C><br/>,,
a4000,1,35,,[m5200：(Intermission) South Side Cliff Path],[m5200：(Intermission) South Side Cliff Path],,【m5200：【間章】南側の崖道】</C> ,<C1>【m5200：【間章】南側の崖道】</C><br/>,,
a4000,1,36,,[m6000：(Chapter 5) Subway Abandoned Line],[m6000：(Chapter 5) Subway Abandoned Line],,【m6000：【５章】地下鉄廃路線】</C> ,<C1>【m6000：【５章】地下鉄廃路線】</C><br/>,,
a4000,1,37,,[c1200：(Chapter 5) Blacklight District],[c1200：(Chapter 5) Blacklight District],,【c1200：【５章】黒芒街】</C> ,<C1>【c1200：【５章】黒芒街】</C><br/>,,
a4000,1,38,,[m6100：(Chapter 5) Oracion Entrance],[m6100：(Chapter 5) Oracion Entrance],,【m6100：【５章】オラシオン入口】</C> ,<C1>【m6100：【５章】オラシオン入口】</C><br/>,,
a4000,1,39,,[m6100：(Chapter 5) Test: Bracer’s Guild],[m6100：(Chapter 5) Test: Bracer’s Guild],,【m6100：【５章】腕試し・ギルド】</C> ,<C1>【m6100：【５章】腕試し・ギルド】</C><br/>,,
a4000,1,40,,[m6100：(Chapter 5) Test: Heiyue],[m6100：(Chapter 5) Test: Heiyue],,【m6100：【５章】腕試し・黒月】</C> ,<C1>【m6100：【５章】腕試し・黒月】</C><br/>,,
a4000,1,41,,[m6100：(Chapter 5) Test: Ikaruga],[m6100：(Chapter 5) Test: Ikaruga],,【m6100：【５章】腕試し・斑鳩】</C> ,<C1>【m6100：【５章】腕試し・斑鳩】</C><br/>,,
a4000,1,42,,[m6100：(Chapter 5) Test: Society],[m6100：(Chapter 5) Test: Society],,【m6100：【５章】腕試し・結社】</C> ,<C1>【m6100：【５章】腕試し・結社】</C><br/>,,
a4000,1,43,,[m6100：(Chapter 5) Enemy: Guild],[m6100：(Chapter 5) Enemy: Guild],,【m6100：【５章】敵対・ギルド】</C> ,<C1>【m6100：【５章】敵対・ギルド】</C><br/>,,
a4000,1,44,,[m6100：(Chapter 5) Enemy: Heiyue],[m6100：(Chapter 5) Enemy: Heiyue],,【m6100：【５章】敵対・黒月】</C> ,<C1>【m6100：【５章】敵対・黒月】</C><br/>,,
a4000,1,45,,[m6100：(Chapter 5) Enemy: Ikaruga],[m6100：(Chapter 5) Enemy: Ikaruga],,【m6100：【５章】敵対・斑鳩】</C> ,<C1>【m6100：【５章】敵対・斑鳩】</C><br/>,,
a4000,1,46,,[m6100：(Chapter 5) Enemy: Society],[m6100：(Chapter 5) Enemy: Society],,【m6100：【５章】敵対・結社】</C> ,<C1>【m6100：【５章】敵対・結社】</C><br/>,,
a4000,1,47,,[m6100：(Chapter 5) Enemy: Eisenschild],[m6100：(Chapter 5) Enemy: Eisenschild],,【m6100：【５章】敵対・アイゼンシルト】</C> ,<C1>【m6100：【５章】敵対・アイゼンシルト】</C><br/>,,
a4000,1,48,,[m6100：(Chapter 5) Enemy: Kruga],[m6100：(Chapter 5) Enemy: Kruga],,【m6100：【５章】敵対・クルガ】</C> ,<C1>【m6100：【５章】敵対・クルガ】</C><br/>,,
a4000,1,49,,[m6100：(Chapter 5) Enemy: Elaine],[m6100：(Chapter 5) Enemy: Elaine],,【m6100：【５章】敵対・エレイン】</C> ,<C1>【m6100：【５章】敵対・エレイン】</C><br/>,,
a4000,1,50,,[m6100：(Chapter 5) Enemy: Melchior],[m6100：(Chapter 5) Enemy: Melchior],,【m6100：【５章】敵対・メルキオル】</C> ,<C1>【m6100：【５章】敵対・メルキオル】</C><br/>,,
a4000,1,51,,[m6110：(Chapter 5) Oracion Upper Level],[m6110：(Chapter 5) Oracion Upper Level],,【m6110：【５章】オラシオン上層】</C> ,<C1>【m6110：【５章】オラシオン上層】</C><br/>,,
a4000,1,52,,[m6120：(Chapter 5) Oracion Middle Level],[m6120：(Chapter 5) Oracion Middle Level],,【m6120：【５章】オラシオン中層】</C> ,<C1>【m6120：【５章】オラシオン中層】</C><br/>,,
a4000,1,53,,[m6130：(Chapter 5) Oracion Lower Level],[m6130：(Chapter 5) Oracion Lower Level],,【m6130：【５章】オラシオン下層】</C> ,<C1>【m6130：【５章】オラシオン下層】</C><br/>,,
a4000,1,54,,[(Chapter 5) Wanter Monster Hunt: Day 3 ],[(Chapter 5) Wanter Monster Hunt: Day 3 ],,【【５章】手配魔獣討伐：３日目】</C> ,<C1>【【５章】手配魔獣討伐：３日目】</C><br/>,,
a4000,1,55,,[m6200：(Chapter 5) Vashtal Palace],[m6200：(Chapter 5) Vashtal Palace],,【m6200：【５章】ヴァシュタール宮】</C> ,<C1>【m6200：【５章】ヴァシュタール宮】</C><br/>,,
a4000,1,56,,[m7000：(Final Chapter) Upper Waterway],[m7000：(Final Chapter) Upper Waterway],,【m7000：【終章】上水道②】</C> ,<C1>【m7000：【終章】上水道②】</C><br/>,,
a4000,1,57,,[m7000：(Final Chapter) Upper Waterway - Demon Battle],[m7000：(Final Chapter) Upper Waterway - Demon Battle],,【m7000：【終章】上水道・悪魔戦】</C> ,<C1>【m7000：【終章】上水道・悪魔戦】</C><br/>,,
a4000,1,58,,[c0000：(Final Chapter) Hanmafied - Old Town],[c0000：(Final Chapter) Hanmafied - Old Town],,【c0000：【終章】汎魔・旧市街】</C> ,<C1>【c0000：【終章】汎魔・旧市街】</C><br/>,,
a4000,1,59,,[m7500：(Final Chapter) Genesis Tower - Lower],[m7500：(Final Chapter) Genesis Tower - Lower],,【m7500：【終章】ゲネシスタワー・下層】</C> ,<C1>【m7500：【終章】ゲネシスタワー・下層】</C><br/>,,
a4000,1,60,,[m7590：(Final Chapter) Genesis Tower - Pinnacle],[m7590：(Final Chapter) Genesis Tower - Pinnacle],,【m7590：【終章】ゲネシスタワー・最上階】</C> ,<C1>【m7590：【終章】ゲネシスタワー・最上階】</C><br/>,,
a4000,1,61,,[Humanoid Series①],[Humanoid Series①],,【人型シリーズ①】</C> ,<C1>【人型シリーズ①】</C><br/>,,
a4000,1,62,,[Humanoid Series①],[Humanoid Series①],,【人型シリーズ②】</C> ,<C1>【人型シリーズ②】</C><br/>,,
a4000,1,63,,[Humanoid Series①],[Humanoid Series①],,【人型シリーズ③】</C> ,<C1>【人型シリーズ③】</C><br/>,,
a4000,1,64,,[Humanoid Series①],[Humanoid Series①],,【人型シリーズ④】</C> ,<C1>【人型シリーズ④】</C><br/>,,
a4000,1,65,,[Humanoid Series①],[Humanoid Series①],,【人型シリーズ⑤】</C> ,<C1>【人型シリーズ⑤】</C><br/>,,
a4000,1,66,,[Humanoid Series①],[Humanoid Series①],,【人型シリーズ⑤】</C> ,<C1>【人型シリーズ⑤】</C><br/>,,
a4000,1,67,,[Ghoulified Gangster Series],[Ghoulified Gangster Series],,【屍鬼化半グレシリーズ】</C> ,<C1>【屍鬼化半グレシリーズ】</C><br/>,,
a4000,1,68,,[Panicked State Series],[Panicked State Series],,【恐慌状態シリーズ】</C> ,<C1>【恐慌状態シリーズ】</C><br/>,,
a4000,1,69,,[Final Chapter Additional Enemy Series】,[Final Chapter Additional Enemy Series】,,【終章追加敵シリーズ】</C> ,<C1>【終章追加敵シリーズ】</C><br/>,,
