gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
c1000,1,1,CHR_THIS,Apply temporary placement for event progression testing. Delete this once the large battle in front of Genesis Tower is formally implemented.,Apply temporary placement for event<br/>progression testing. Delete this once the large battle<br/>in front of Genesis Tower is formally implemented.,CHR_THIS,イベント進行確認用に仮配置しています。 ※ゲネシスタワー前での広域戦闘が正式入力しましたら削除をお願いいたします。,イベント進行確認用に仮配置しています。<br/>※ゲネシスタワー前での広域戦闘が正式入力しましたら削除をお願いいたします。,,
c1000,7,32,Kaina,I think the best we can do is pray that they rest in peace.,I think the best we can do is pray that they rest<br/>in peace.,カイナ,せめて今は……生き残ったあたしらなりに、 皆の魂の安息を祈ろうよ。,せめて今は……生き残ったあたしらなりに、<br/>皆の魂の安息を祈ろうよ。,,
c1000,7,33,Kaina,"I'm sure they and the Goddess are watching over us... Let's carry on, for them.","I'm sure they and the Goddess are watching over us...<br/>Let's carry on, for them.",カイナ,そうすればきっと、女神様と村の皆が あたしらの事を導いてくれるから──,そうすればきっと、女神様と村の皆が<br/>あたしらの事を導いてくれるから──,,
c1000,7,34,Lashkar,...Mhm.,...Mhm.,ラシュカル,……うん……,……うん……,,
c1000,8,35,Sasha,"Oh, hey, James! You checking out the stands too?","Oh, hey, James! You checking out the stands too?",サーシャ,およっ、ジェイムスじゃん！ そっちも屋台巡り～？,およっ、ジェイムスじゃん！<br/>そっちも屋台巡り～？,,
c1000,8,36,First grade boy,This year's festival is a blast!,This year's festival is a blast!,一年男子,今年の革命記念祭、 盛り上がってますよね！,今年の革命記念祭、<br/>盛り上がってますよね！,,
c1000,8,37,First year girl,"C'mon, let's have a look around, just us two!","C'mon, let's have a look around, just us two!",一年女子,センパイも一緒に回りましょ～よ！,センパイも一緒に回りましょ～よ！,,
c1000,8,38,James,Wha—you serious?! Now's not the time for...,Wha—you serious?! Now's not the time for...,ジェイムス,ハァ！？　誰がんなモン……,ハァ！？　誰がんなモン……,,
c1000,8,39,James,"I mean, this isn't like Basel! It's... It's different!","I mean, this isn't like Basel! It's... It's different!",ジェイムス,フザケてっとシメんぞ。 視察研修ン時と一緒にすんなよ！？,フザケてっとシメんぞ。<br/>視察研修ン時と一緒にすんなよ！？,,
c1000,8,40,Sasha,"Aww, not expecting to find your classmate in this sea of people?","Aww, not expecting to find your classmate in this sea<br/>of people?",サーシャ,うんうん、同級生とばったり会うと 嬉し恥ずかしいものよね～。,うんうん、同級生とばったり会うと<br/>嬉し恥ずかしいものよね～。,,
c1000,8,41,Sasha,"C'mooon, what are you being so shy for?","C'mooon, what are you being so shy for?",サーシャ,素直じゃないな～、ジェイムスも♪,素直じゃないな～、ジェイムスも♪,,
c1000,8,42,James,"Oh, for... You wanna go?!","Oh, for... You wanna go?!",ジェイムス,テメー……まずお前からシメんぞ！？,テメー……まずお前からシメんぞ！？,,
c1000,8,43,First year boys and girls,"(James was pretty scary at first, but I guess I've gotten used to him!)","(James was pretty scary at first, but I guess I've gotten<br/>used to him!)",一年男子＆女子,（ジェイムス先輩、最初は怖かったけど……   このノリ見てたら慣れたかも～。）,（ジェイムス先輩、最初は怖かったけど……<br/>  このノリ見てたら慣れたかも～。）,,
c1000,9,44,Chignon,"Hah, time well spent! Got me some nice footage from the address.","Hah, time well spent! Got me some nice footage<br/>from the address.",シニョン,いや～、やろうと思えばできるもんだね！ 演説のハイライト、撮影できちゃったよ！！,いや～、やろうと思えばできるもんだね！<br/>演説のハイライト、撮影できちゃったよ！！,,
c1000,9,45,Chignon,"Probably not film-quality material, but oh, well.","Probably not film-quality material, but oh, well.",シニョン,さすがに自主映画に 使うわけにはいかないだろうけど……,さすがに自主映画に<br/>使うわけにはいかないだろうけど……,,
c1000,9,46,Chignon,"Either way, I'm one of the lucky few to have captured history on film!","Either way, I'm one of the lucky few to have captured<br/>history on film!",シニョン,何にせよ、歴史的な瞬間をカメラに 収めた一人になれたんだねぇ、私も！,何にせよ、歴史的な瞬間をカメラに<br/>収めた一人になれたんだねぇ、私も！,,
c1000,9,47,Chignon,"Man, this camera was worth every mira. I can even write it off as a business expense!","Man, this camera was worth every mira. I can even<br/>write it off as a business expense!",シニョン,このカメラのお陰で記念祭が 何倍にも楽しめるよ～っ！！,このカメラのお陰で記念祭が<br/>何倍にも楽しめるよ～っ！！,,
c1000,9,48,Chignon,"Now, where to next...? I'm thinking the Revolution Plaza.","Now, where to next...? I'm thinking the<br/>Revolution Plaza.",シニョン,さてさて、あとは 革命記念広場の様子を収めて……,さてさて、あとは<br/>革命記念広場の様子を収めて……,,
c1000,9,49,Chignon,"They've got some memorial programming over in the Tyrell District, too. Gotta be quick on my feet today!","They've got some memorial programming over in the<br/>Tyrell District, too. Gotta be quick on my feet today!",シニョン,今日はタイレル地区の映画館で 記念上映もあるし、はしごしに行かないとね！！,今日はタイレル地区の映画館で<br/>記念上映もあるし、はしごしに行かないとね！！,,
c1000,10,50,Maxim,"I've never been good with kids, honestly. I only ever talk to aspiring racers and the like.","I've never been good with kids, honestly. I only ever<br/>talk to aspiring racers and the like.",マクシム,はは……子供の相手なんて、レーサーを夢見る 少年たちのインタビューでしかした事がないんだが。,はは……子供の相手なんて、レーサーを夢見る<br/>少年たちのインタビューでしかした事がないんだが。,,
c1000,10,51,Maxim,"It's made me think that maybe I shouldn't be so gung-ho about things. You can't lead every charge in life, y'know?","It's made me think that maybe I shouldn't be so<br/>gung-ho about things. You can't lead every charge in<br/>life, y'know?",マクシム,なんていうか、上手くやろうと 思わない方がいいんだろうな。,なんていうか、上手くやろうと<br/>思わない方がいいんだろうな。,,
c1000,10,52,Maxim,"And maybe...maybe that's how I should start thinking about Paulette, too.","And maybe...maybe that's how I should start thinking<br/>about Paulette, too.",マクシム,もしかしたら…… ポーレットの事も同じかもしれない。,もしかしたら……<br/>ポーレットの事も同じかもしれない。,,
c1000,10,53,Maxim,Guess I just gotta take it one step at a time and learn as I go... I wanna make sure this bundle of sunshine here has a good time!,Guess I just gotta take it one step at a time and learn<br/>as I go... I wanna make sure this bundle of sunshine<br/>here has a good time!,マクシム,手探りって感じだけど……とりあえず今日は この子と沢山楽しませてもらうとするよ！,手探りって感じだけど……とりあえず今日は<br/>この子と沢山楽しませてもらうとするよ！,,
c1000,11,54,Paulette,It's good to see Yumé enjoying herself. We could all use the fresh air every now and then.,It's good to see Yumé enjoying herself. We could all<br/>use the fresh air every now and then.,ポーレット,ふふっ、ユメも随分はしゃいで…… たまにはこういうのもいいかもしれないわね。,ふふっ、ユメも随分はしゃいで……<br/>たまにはこういうのもいいかもしれないわね。,,
c1000,11,55,Paulette,"I think we'll take a little break, and then after that, we'll head back to Montmart.","I think we'll take a little break, and then after that,<br/>we'll head back to Montmart.",ポーレット,私たちはもう少しゆっくりしてから モンマルトに戻るつもりよ。,私たちはもう少しゆっくりしてから<br/>モンマルトに戻るつもりよ。,,
c1000,11,56,Paulette,"I hope you have fun yourself, Van.","I hope you have fun yourself, Van.",ポーレット,折角の記念祭だし、ヴァンさんたちも どうか楽しんでいってね。,折角の記念祭だし、ヴァンさんたちも<br/>どうか楽しんでいってね。,,
c1000,12,57,Maxim,*pant* *pant* ...I'm sweating buckets here. All this running around's made me dead tired.,*pant* *pant* ...I'm sweating buckets here.<br/>All this running around's made me dead tired.,マクシム,いや～はっはっは！ 走り回ってさすがに疲れたというか──,いや～はっはっは！<br/>走り回ってさすがに疲れたというか──,,
c1000,12,58,Maxim,"Let me rest up on that bench there for a second, okay?","Let me rest up on that bench there for a<br/>second, okay?",マクシム,どうだい、そろそろベンチで休憩なんて……,どうだい、そろそろベンチで休憩なんて……,,
c1000,12,59,Dream,"Aww, stop being so OLD! You've been resting all day!","Aww, stop being so OLD! You've been resting<br/>all day!",ユメ,ええ～っ、オジサンってば さっき休んだばっかりだよ～？,ええ～っ、オジサンってば<br/>さっき休んだばっかりだよ～？,,
c1000,12,60,Dream,"C'mon, c'mon, I wanna play some more tag!","C'mon, c'mon, I wanna play some more tag!",ユメ,ねーねー、もう一回鬼ごっこしよーよ！,ねーねー、もう一回鬼ごっこしよーよ！,,
c1000,12,61,Maxim,(Where does this kid get all that energy? She's running laps around me!),(Where does this kid get all that energy? She's running<br/>laps around me!),マクシム,（ええぇ……この子の体力、   一体どうなってるんだい──！？）,（ええぇ……この子の体力、<br/>  一体どうなってるんだい──！？）,,
c1000,12,62,Van,"(Hang in there, champ. It's a marathon, not a sprint.)","(Hang in there, champ. It's a marathon, not a sprint.)",ヴァン,（ま、頑張れチャンピオン。   チェッカーフラッグはまだ遠そうだがな。）,（ま、頑張れチャンピオン。<br/>  チェッカーフラッグはまだ遠そうだがな。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1000,13,63,Ferdinand the Journalist,"Out of all the RG guys covering the new weapon promo, I dare say I got the best shot! Heh heh.","Out of all the RG guys covering the new weapon<br/>promo, I dare say I got the best shot! Heh heh.",記者フェルディナン,ふふん、新兵器の発表をこんなに間近で 撮れたＲＧの記者は僕だけだ。,ふふん、新兵器の発表をこんなに間近で<br/>撮れたＲＧの記者は僕だけだ。,,
c1000,13,64,Ferdinand the Journalist,I knew skipping the Oración cathedral reporting was the right call. Daddy's gonna be over the moon!,I knew skipping the Oración cathedral reporting was<br/>the right call. Daddy's gonna be over the moon!,記者フェルディナン,オラシオン大聖堂の取材を蹴ってこっちに 来てみて正解だった、きっとパパも喜ぶ。,オラシオン大聖堂の取材を蹴ってこっちに<br/>来てみて正解だった、きっとパパも喜ぶ。,,
c1000,13,65,Ferdinand the Journalist,"Still a bit miffed about what happened last time I was out there... I really made a mess of things, somehow.","Still a bit miffed about what happened last time I was<br/>out there... I really made a mess of things, somehow.",記者フェルディナン,……この前のオラシオンでは、知らない間に とんでもない事をしてしまったみたいだしな。,……この前のオラシオンでは、知らない間に<br/>とんでもない事をしてしまったみたいだしな。,,
c1000,13,66,Ferdinand the Journalist,So I'm hoping I can cover up that little sore spot with a nice haul today!,So I'm hoping I can cover up that little sore spot with<br/>a nice haul today!,記者フェルディナン,ここらで堅実な成果を納めてキャリアの 軌道修正と行こうじゃないか。,ここらで堅実な成果を納めてキャリアの<br/>軌道修正と行こうじゃないか。,,
c1000,13,67,Ferdinand the Journalist,"...Wait. I just realized, that means the Oración scoop went to HER. Greeeat...","...Wait. I just realized, that means the Oración scoop<br/>went to HER. Greeeat...",記者フェルディナン,とはいえ……あのオラシオンのスクープ記事、 あのお騒がせな娘が書いたのか……,とはいえ……あのオラシオンのスクープ記事、<br/>あのお騒がせな娘が書いたのか……,,
c1000,13,68,Ferdinand the Journalist,"Eh, whatever. I guess I can't complain—I grew up in Oración, and I still dropped the ball that time. Probably good that she covered me.","Eh, whatever. I guess I can't complain—I grew up in<br/>Oración, and I still dropped the ball that time.<br/>Probably good that she covered me.",記者フェルディナン,……まあ、オラシオンに根を下ろした僕らに 出来なかった事を果たしたのは誉めてやろう。,……まあ、オラシオンに根を下ろした僕らに<br/>出来なかった事を果たしたのは誉めてやろう。,,
c1000,13,69,Ferdinand the Journalist,"Now that I think about it, I've got good leverage with this pic... Maybe I should hit up the Tyrell Times for a little information exchange.","Now that I think about it, I've got good leverage with<br/>this pic... Maybe I should hit up the Tyrell Times for<br/>a little information exchange.",記者フェルディナン,そうだな……情報交換もしたいし、 折を見てタイレル通信に表敬訪問するか。,そうだな……情報交換もしたいし、<br/>折を見てタイレル通信に表敬訪問するか。,,
c1000,14,70,Willie,"Heya! Came over from Basel this year. Wanted to be a part of the festival myself, y'know?","Heya! Came over from Basel this year. Wanted to be<br/>a part of the festival myself, y'know?",ウィリー,やあ、今年はバーゼルから来てみたよ。 今年は記念祭に乗りたい気分だったんだ。,やあ、今年はバーゼルから来てみたよ。<br/>今年は記念祭に乗りたい気分だったんだ。,,
c1000,14,71,Willie,"We went through a lot this year... Reaching the end of it feels like a relief. Now we get to start fresh, yeah?","We went through a lot this year... Reaching the end<br/>of it feels like a relief. Now we get to start fresh, yeah?",ウィリー,まあ、地元でもあんな事があった年の終わりだしね、 やっぱり乗り越えられた事を一層祝いたいかな。,まあ、地元でもあんな事があった年の終わりだしね、<br/>やっぱり乗り越えられた事を一層祝いたいかな。,,
c1000,14,72,Willie,"I heard a lotta regulars at my truck are coming, too. Maybe I'll run into them here!","I heard a lotta regulars at my truck are coming, too.<br/>Maybe I'll run into them here!",ウィリー,常連さんの学者先生も来ているらしいし、 せっかくだから会えたら嬉しいな。,常連さんの学者先生も来ているらしいし、<br/>せっかくだから会えたら嬉しいな。,,
c1000,15,73,Mohsen,"Haha! They said this would be bigger than the Film Festival, and they weren't lying!","Haha! They said this would be bigger than the Film<br/>Festival, and they weren't lying!",モフセン,ハハハ、映画祭以上の祭りだってんなら あっしが来ない手は無いですわ！,ハハハ、映画祭以上の祭りだってんなら<br/>あっしが来ない手は無いですわ！,,
c1000,15,74,Mohsen,I dare say this keeps pace with even the Principality's celebrations!,I dare say this keeps pace with even the<br/>Principality's celebrations!,モフセン,いやぁ、これが今年の記念祭ですかい。 公国の祭事と比べても盛大なもんですなァ！,いやぁ、これが今年の記念祭ですかい。<br/>公国の祭事と比べても盛大なもんですなァ！,,
c1000,15,75,Mohsen,"The thing with these big events is, you need lots of energy to go the whole day. Eat up on meat so you can get down, I say!","The thing with these big events is, you need lots of<br/>energy to go the whole day. Eat up on meat so you<br/>can get down, I say!",モフセン,ま、こんなお祭りなら皆体力も使うでしょ？ ささ、肉食べて元気つけてきましょうや！,ま、こんなお祭りなら皆体力も使うでしょ？<br/>ささ、肉食べて元気つけてきましょうや！,,
c1000,16,76,,"First District, Vantail","First District, Vantail",,首都イーディス一区　ヴァンタイユ地区,首都イーディス一区　ヴァンタイユ地区,,
c1000,17,77,,Same Time Vantail District,Same Time<br/>Vantail District,,同時刻── 首都イーディス一区　ヴァンタイユ地区,同時刻──<br/>首都イーディス一区　ヴァンタイユ地区,,
c1000,18,78,,"December 3rd, 1208, 9:53AM","December 3rd, 1208, 9:53AM",,七耀暦１２０８年１２月３日　９：５３,七耀暦１２０８年１２月３日　９：５３,,
c1000,18,79,,"First District Vantail, Revolution Memorial Plaza","First District<br/>Vantail, Revolution Memorial Plaza",,首都イーディス一区── ヴァンタイユ地区　革命記念広場,首都イーディス一区──<br/>ヴァンタイユ地区　革命記念広場,,
c1000,19,80,President Gramhart,"To the people of Edith, as well as everyone who lives in this great nation...","To the people of Edith, as well as everyone who lives<br/>in this great nation...",グラムハート大統領,──親愛なるイーディス市民、 並びにカルバード全国民の皆さん。,"<audio id=""v15_60000""><source src=""talk/11/v15_60000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v15_60000').play()"">──親愛なるイーディス市民、<br/>並びにカルバード全国民の皆さん。</a>",,
c1000,19,81,President Gramhart,...I wish to thank you for gathering here today. I am Roy Gramheart.,...I wish to thank you for gathering here today. I am<br/>Roy Gramheart.,グラムハート大統領,ごきげんよう、ロイ・グラムハートです。,"<audio id=""v15_60001""><source src=""talk/11/v15_60001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v15_60001').play()"">ごきげんよう、ロイ・グラムハートです。</a>",,
c1000,19,82,President Gramhart,"On this very day 108 years ago, in the year 1100 of the Septian Calendar, our ancestors made a choice. A truly remarkable choice.","On this very day 108 years ago, in the year 1100 of<br/>the Septian Calendar, our ancestors made a choice.<br/>A truly remarkable choice.",グラムハート大統領,今から１０８年前──七耀暦１１００年に その偉大な一歩は踏み出されました。,"<audio id=""v15_60002""><source src=""talk/11/v15_60002.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v15_60002').play()"">今から１０８年前──七耀暦１１００年に<br/>その偉大な一歩は踏み出されました。</a>",,
c1000,19,83,President Gramhart,"They chose to embrace equality, freedom, and love. They chose to stand against discrimination based on class and race.","They chose to embrace equality, freedom, and love.<br/>They chose to stand against discrimination based on<br/>class and race.",グラムハート大統領,自由・平等・友愛の精神のもと 身分や人種による差別を永遠に否定し……,"<audio id=""v15_60003""><source src=""talk/11/v15_60003.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v15_60003').play()"">自由・平等・友愛の精神のもと<br/>身分や人種による差別を永遠に否定し……</a>",,
c1000,19,84,President Gramhart,They chose to walk the long road ahead of them to build a utopia of peace.,They chose to walk the long road ahead of them to<br/>build a utopia of peace.,グラムハート大統領,強い意志をもって共に支え合い、 理想郷を築き上げるための長い旅路を。,"<audio id=""v15_60004""><source src=""talk/11/v15_60004.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v15_60004').play()"">強い意志をもって共に支え合い、<br/>理想郷を築き上げるための長い旅路を。</a>",,
c1000,19,85,President Gramhart,"And that long, winding road was the Calvardian Democratic Revolution...","And that long, winding road was the Calvardian<br/>Democratic Revolution...",グラムハート大統領,《カルバード民主革命》！ それこそが、見果てぬ旅路の名前です。,"<audio id=""v15_60005""><source src=""talk/11/v15_60005.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v15_60005').play()"">《カルバード民主革命》！<br/>それこそが、見果てぬ旅路の名前です。</a>",,
c1000,19,86,President Gramhart,...which changed the face of our country—and the whole world—forever.,...which changed the face of our country—and the<br/>whole world—forever.,グラムハート大統領,それがもたらした理念と精神によって 我々は国を、世界を変えてきました。,"<audio id=""v15_60006""><source src=""talk/11/v15_60006.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v15_60006').play()"">それがもたらした理念と精神によって<br/>我々は国を、世界を変えてきました。</a>",,
