gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
t0000,1,1,CHR_THIS,These settings are for checking mob placement during day/evening/night. Remove these once they are no longer needed.,These settings are for checking mob placement<br/>during day/evening/night. Remove these once they<br/>are no longer needed.,CHR_THIS,昼・夕・夜のモブ配置確認用です。 ※不要になりましたら削除をお願いいたします。,昼・夕・夜のモブ配置確認用です。<br/>※不要になりましたら削除をお願いいたします。,,
t0000,3,12,Sergeant Waley,"There's not much I can do about bracers, as the one officer out here.","There's not much I can do about bracers, as the one<br/>officer out here.",ウェイリー巡査長,遊撃士との折り合いはまあ、正直言えば 駐在一人じゃ限界もあるからな。,遊撃士との折り合いはまあ、正直言えば<br/>駐在一人じゃ限界もあるからな。,,
t0000,3,13,Sergeant Waley,"I know the top brass doesn't like them sticking their noses in our business, but I'm not one to look a gift horse in the mouth, personally.","I know the top brass doesn't like them sticking their<br/>noses in our business, but I'm not one to look a gift<br/>horse in the mouth, personally.",ウェイリー巡査長,上の縄張り意識もわかるが、 負担を分散して悪い事は無いだろうよ。,上の縄張り意識もわかるが、<br/>負担を分散して悪い事は無いだろうよ。,,
t0000,3,14,Sergeant Waley,(Used to be that we'd see Beauty's Blade or the Immovable around these parts...),(Used to be that we'd see Beauty's Blade or the<br/>Immovable around these parts...),ウェイリー巡査長,（……しかし、以前には《剣の乙女》さんや   《不動》さんも村に来てくれた事があるが……）,（……しかし、以前には《剣の乙女》さんや<br/>  《不動》さんも村に来てくれた事があるが……）,,
t0000,3,15,Sergeant Waley,(...but I never heard of this guy. He's supposed to be a C-rank?),(...but I never heard of this guy. He's supposed to be<br/>a C-rank?),ウェイリー巡査長,（今回来た彼は、聞いた事も無いな。   Ｃ級とは聞くけど、どんなものかねぇ。）,（今回来た彼は、聞いた事も無いな。<br/>  Ｃ級とは聞くけど、どんなものかねぇ。）,,
t0000,3,16,Sergeant Waley,"First the bus accident, then the monsters, and now we've got a bicycle thief? Hard to recall a day like this out here.","First the bus accident, then the monsters, and now<br/>we've got a bicycle thief? Hard to recall a day like this<br/>out here.",ウェイリー巡査長,交通事故と魔獣騒ぎの次は、自転車泥棒か。 一日にこうも問題が何度もあるのは珍しいな。,交通事故と魔獣騒ぎの次は、自転車泥棒か。<br/>一日にこうも問題が何度もあるのは珍しいな。,,
t0000,3,17,Sergeant Waley,Brings me back to my bureau days...and not in a good way.,Brings me back to my bureau days...and not in a<br/>good way.,ウェイリー巡査長,都市部で勤務していた時代を思い出すものだ。,都市部で勤務していた時代を思い出すものだ。,,
t0000,3,18,Sergeant Waley,I thought I was gonna leave all that behind when I took this post out here...,I thought I was gonna leave all that behind when I<br/>took this post out here...,ウェイリー巡査長,ここに赴任して、喧騒から逃れられたと 思っていたが……,ここに赴任して、喧騒から逃れられたと<br/>思っていたが……,,
t0000,3,19,Sergeant Waley,"At any rate, I can't just sit back and expect this to solve itself.","At any rate, I can't just sit back and expect this to<br/>solve itself.",ウェイリー巡査長,……とはいえ、こののどかさを享受する だけじゃダメなのは判っているさ。,……とはいえ、こののどかさを享受する<br/>だけじゃダメなのは判っているさ。,,
t0000,3,20,Sergeant Waley,"I'm still a cop, and the village needs me. Time to do my job and keep the peace!","I'm still a cop, and the village needs me. Time to do<br/>my job and keep the peace!",ウェイリー巡査長,自分も一応は警官だ、この平穏を 保つ努力はしないとな。,自分も一応は警官だ、この平穏を<br/>保つ努力はしないとな。,,
t0000,3,21,Sergeant Waley,"They're good at handling monsters, I'll give the bracers that. But I can't let them show me up on police work, too.","They're good at handling monsters, I'll give the<br/>bracers that. But I can't let them show me up on<br/>police work, too.",ウェイリー巡査長,魔獣なんかはともかく、こういう事まで 遊撃士に遅れを取る訳にもいかん。,魔獣なんかはともかく、こういう事まで<br/>遊撃士に遅れを取る訳にもいかん。,,
t0000,3,22,Sergeant Waley,"We really don't see monster attacks much, especially not on buses.","We really don't see monster attacks much, especially<br/>not on buses.",ウェイリー巡査長,しかし、バスが魔獣に襲われるとは 最近じゃ珍しいかもな。,しかし、バスが魔獣に襲われるとは<br/>最近じゃ珍しいかもな。,,
t0000,3,23,Sergeant Waley,"I'll make sure to relay that to my superiors, though monsters are usually the bracers' problems anyway.","I'll make sure to relay that to my superiors, though<br/>monsters are usually the bracers' problems anyway.",ウェイリー巡査長,一通り上には報告するが、魔獣に関しては 遊撃士の担当になるかもな。,一通り上には報告するが、魔獣に関しては<br/>遊撃士の担当になるかもな。,,
t0000,3,24,Sergeant Waley,"There should be one coming down for a patrol soon, so hopefully they can clean things up.","There should be one coming down for a patrol soon,<br/>so hopefully they can clean things up.",ウェイリー巡査長,そろそろ定期の見回りに来る頃合いだし、 その時に何かしらするんじゃないかね。,そろそろ定期の見回りに来る頃合いだし、<br/>その時に何かしらするんじゃないかね。,,
t0000,3,25,Sergeant Waley,"Who knows, maybe it'll be Beauty's Blade or some other big shot?","Who knows, maybe it'll be Beauty's Blade or some<br/>other big shot?",ウェイリー巡査長,はは、また《剣の乙女》さんとか 有名人にお目にかかれたりしてな。,はは、また《剣の乙女》さんとか<br/>有名人にお目にかかれたりしてな。,,
t0000,4,26,Master Goddard,"What that jaeger needed so much gas for, Aidios only knows. Maybe her group got caught up in something?","What that jaeger needed so much gas for, Aidios<br/>only knows. Maybe her group got caught up<br/>in something?",ゴダード親方,ガソリンをあれだけ買うなんて今時珍しいとは 思ってはいたが……何か面倒事でもあったのか？,ガソリンをあれだけ買うなんて今時珍しいとは<br/>思ってはいたが……何か面倒事でもあったのか？,,
t0000,4,27,Master Goddard,"She looked pretty grim back there, thinkin' about it...","She looked pretty grim back there, thinkin' about it...",ゴダード親方,そういや確かに、あの女猟兵は 思い詰めていたようにも見えたが……,そういや確かに、あの女猟兵は<br/>思い詰めていたようにも見えたが……,,
t0000,4,28,Master Goddard,"Either way, you watch out if you decide to poke your nose in there, you hear?","Either way, you watch out if you decide to poke your<br/>nose in there, you hear?",ゴダード親方,何にせよ、あんたらもそういう事に首を つっこむのなら気をつけろよ？,何にせよ、あんたらもそういう事に首を<br/>つっこむのなら気をつけろよ？,,
t0000,4,29,Master Goddard,"We'll help out however we can, if you need it.","We'll help out however we can, if you need it.",ゴダード親方,まあ、何かあったら俺達も頼ってくれ。,まあ、何かあったら俺達も頼ってくれ。,,
t0000,4,30,Master Goddard,I did finally get to have a sit-down with Kaina while I was takin' a break from the bus repairs.,I did finally get to have a sit-down with Kaina while I<br/>was takin' a break from the bus repairs.,ゴダード親方,ちなみに、今日はバスの修理に専念してたが…… 今、ようやく弟子と色々話せていたんだ。,ちなみに、今日はバスの修理に専念してたが……<br/>今、ようやく弟子と色々話せていたんだ。,,
t0000,4,31,Master Goddard,I hope I got it through to her that professional training ain't something she can just speed through. It takes more time than that.,I hope I got it through to her that professional<br/>training ain't something she can just speed through.<br/>It takes more time than that.,ゴダード親方,焦っているようだし、職人の道ってのが 一昼夜で成るモンでもないって話していてな。,焦っているようだし、職人の道ってのが<br/>一昼夜で成るモンでもないって話していてな。,,
t0000,4,32,Master Goddard,"Now, she's awful skilled, and she's always lookin' for ways to improve. It's rare to find that knack for learning.","Now, she's awful skilled, and she's always lookin' for<br/>ways to improve. It's rare to find that knack<br/>for learning.",ゴダード親方,カイナは腕も確かだし、理想も高いし 向上心は今時じゃ珍しい程のモンだ。,カイナは腕も確かだし、理想も高いし<br/>向上心は今時じゃ珍しい程のモンだ。,,
t0000,4,33,Master Goddard,"But she can't skip the basics, or she'll just trip over herself. She needs to take it step by step—that's how she'll find her way forward.","But she can't skip the basics, or she'll just trip<br/>over herself. She needs to take it step by step—that's<br/>how she'll find her way forward.",ゴダード親方,だからこそ基礎を忘れず、地道にやるんだ。 どの道その先は、コイツ自身が切り開く道だしな。,だからこそ基礎を忘れず、地道にやるんだ。<br/>どの道その先は、コイツ自身が切り開く道だしな。,,
t0000,4,34,Master Goddard,"Been a while since I worked on something this big. All this gear's been collectin' dust in my storehouse for ages, but now's their time to shine!","Been a while since I worked on something this big.<br/>All this gear's been collectin' dust in my storehouse<br/>for ages, but now's their time to shine!",ゴダード親方,大型車の本格的な整備は久しくてな…… 倉庫で眠らせてた工具も引っ張ってきた。,大型車の本格的な整備は久しくてな……<br/>倉庫で眠らせてた工具も引っ張ってきた。,,
t0000,4,35,Master Goddard,"All righty, almost done here. Should have this wrapped up within the day!","All righty, almost done here. Should have this<br/>wrapped up within the day!",ゴダード親方,どれ、あと一仕事ってところだ。 何とか今日中には終わるだろう。,どれ、あと一仕事ってところだ。<br/>何とか今日中には終わるだろう。,,
t0000,4,36,Master Goddard,"As any professional could tell you, you can't skimp on the details—not even the minor stuff.","As any professional could tell you, you can't skimp on<br/>the details—not even the minor stuff.",ゴダード親方,職人として、客の要件を片手間に 聞くってのはしない主義なんでね。,職人として、客の要件を片手間に<br/>聞くってのはしない主義なんでね。,,
t0000,4,37,Master Goddard,Gotta do the best job I can here so that these passengers'll be confident the bus is safe.,Gotta do the best job I can here so that these<br/>passengers'll be confident the bus is safe.,ゴダード親方,バスの人らが安心して明日を迎えるためにも、 少しでも手は抜かねぇつもりだ。,バスの人らが安心して明日を迎えるためにも、<br/>少しでも手は抜かねぇつもりだ。,,
t0000,4,38,Master Goddard,"Sorry, can't talk much right now. Need to fix up the bus here.","Sorry, can't talk much right now. Need to fix up the<br/>bus here.",ゴダード親方,悪いが今はバスの修理に集中したくてな。,悪いが今はバスの修理に集中したくてな。,,
t0000,4,39,Master Goddard,"My apprentice, Kaina, she's over in the factory. She can help you out if you need something.","My apprentice, Kaina, she's over in the factory.<br/>She can help you out if you need something.",ゴダード親方,用があるなら工房にいる 弟子に言ってくれ。,用があるなら工房にいる<br/>弟子に言ってくれ。,,
t0000,4,40,Master Goddard,"She's still learning, but you wouldn't know it, lookin' at her. She can get your orbments sorted out in a jiffy!","She's still learning, but you wouldn't know it, lookin'<br/>at her. She can get your orbments sorted out in a jiffy!",ゴダード親方,半人前だが、オーブメントの 調整くらいは問題無くこなせる。,半人前だが、オーブメントの<br/>調整くらいは問題無くこなせる。,,
t0000,4,41,Master Goddard,"I'd appreciate it, actually—it'd be nice for her to get some real-world experience.","I'd appreciate it, actually—it'd be nice for her to get<br/>some real-world experience.",ゴダード親方,まあ、経験を積ませてやってくれ。 あいつのためにもなるはずだ。,まあ、経験を積ませてやってくれ。<br/>あいつのためにもなるはずだ。,,
t0000,4,42,Master Goddard,My factory's over 'round the back side of the church.,My factory's over 'round the back side of the church.,ゴダード親方,俺の工房なら教会の裏手の方だ。,俺の工房なら教会の裏手の方だ。,,
t0000,4,43,Master Goddard,"My apprentice should be there runnin' the store, so she can help with whatever you need.","My apprentice should be there runnin' the store, so<br/>she can help with whatever you need.",ゴダード親方,弟子が番をしてるから、そっちを頼ると良い。,弟子が番をしてるから、そっちを頼ると良い。,,
t0000,4,44,Master Goddard,"Oh, right, we've got weapons, too. Just basic stuff, though. If you've got a use for 'em, you can take that stuff off our hands.","Oh, right, we've got weapons, too. Just basic<br/>stuff, though. If you've got a use for 'em, you can take<br/>that stuff off our hands.",ゴダード親方,ちなみに、うちの工房は最低限だが武器も 扱っているから、必要なら活用してくれ。,ちなみに、うちの工房は最低限だが武器も<br/>扱っているから、必要なら活用してくれ。,,
t0000,5,45,Driver Roger,I was just talking with the officer about what we should do.,I was just talking with the officer about what we<br/>should do.,運転手ロジャー,駐在さんと今後の予定について 話していたところだ。,駐在さんと今後の予定について<br/>話していたところだ。,,
t0000,5,46,Driver Roger,"No one was at fault for the accident, but nonetheless, the passengers' itineraries have been disrupted.","No one was at fault for the accident, but nonetheless,<br/>the passengers' itineraries have been disrupted.",運転手ロジャー,事故そのものは不可抗力だけど、予定が 狂ってしまった客がいるのは事実だからな。,事故そのものは不可抗力だけど、予定が<br/>狂ってしまった客がいるのは事実だからな。,,
t0000,5,47,Driver Roger,"Ideally, I'd like to get back on the road and get them through customs by noon tomorrow.","Ideally, I'd like to get back on the road and get them<br/>through customs by noon tomorrow.",運転手ロジャー,何とか明日の昼前には国境検問に 着けるように頑張りたいものだね。,何とか明日の昼前には国境検問に<br/>着けるように頑張りたいものだね。,,
t0000,5,48,Driver Roger,Don't worry about what that bracer says—I'll make sure the company pays you for your help.,Don't worry about what that bracer says—I'll<br/>make sure the company pays you for your help.,運転手ロジャー,遊撃士の彼は色々言ってるようだが、 謝礼の件は気にしなくていいよ。,遊撃士の彼は色々言ってるようだが、<br/>謝礼の件は気にしなくていいよ。,,
t0000,5,49,Driver Roger,"If you add up all the different expenses, I guess combat can really cost a lot of money.","If you add up all the different expenses, I guess<br/>combat can really cost a lot of money.",運転手ロジャー,考えてみれば、そりゃあ 戦うのにも経費はかかるもんな。,考えてみれば、そりゃあ<br/>戦うのにも経費はかかるもんな。,,
t0000,5,50,Driver Roger,"I was worried I'd have to sleep in the bus, but the mayor very kindly offered me a room! I'll happily take it for tonight.","I was worried I'd have to sleep in the bus, but the<br/>mayor very kindly offered me a room! I'll happily take<br/>it for tonight.",運転手ロジャー,最悪車中泊も覚悟していたが……村長さんが 部屋を貸してくれるなら、お言葉に甘えるとするよ。,最悪車中泊も覚悟していたが……村長さんが<br/>部屋を貸してくれるなら、お言葉に甘えるとするよ。,,
t0000,5,51,Driver Roger,"I'm sure the company will compensate you as well...so in a way, things are all working out. The Goddess works in mysterious ways.","I'm sure the company will compensate you as well...so<br/>in a way, things are all working out. The Goddess<br/>works in mysterious ways.",運転手ロジャー,あんた達への謝礼も会社が出してくれるし、 何やかんや俺も女神様に見捨てられちゃいないな。,あんた達への謝礼も会社が出してくれるし、<br/>何やかんや俺も女神様に見捨てられちゃいないな。,,
t0000,5,52,Driver Roger,"Of all the times for monsters to crop up, though...","Of all the times for monsters to crop up, though...",運転手ロジャー,しかし、故障中に魔獣に襲われるとは……,しかし、故障中に魔獣に襲われるとは……,,
t0000,5,53,Driver Roger,I keep hearing on the news about how there are fewer and fewer of them...and yet there they were. I never imagined I'd come face to face with one...,I keep hearing on the news about how there are fewer<br/>and fewer of them...and yet there they were. I never<br/>imagined I'd come face to face with one...,運転手ロジャー,最近じゃ減ってる話だけど、まさか自分が 当事者になっちゃうとはな……,最近じゃ減ってる話だけど、まさか自分が<br/>当事者になっちゃうとはな……,,
t0000,5,54,Driver Roger,"Oh, right, I did remember to get in touch with the company about compensating you.","Oh, right, I did remember to get in touch with the<br/>company about compensating you.",運転手ロジャー,ああ……あと、謝礼の件なら会社に連絡したよ。 忘れちゃいないから安心してくれ。,ああ……あと、謝礼の件なら会社に連絡したよ。<br/>忘れちゃいないから安心してくれ。,,
t0000,5,55,Driver Roger,It's looking like they'll be working on the bus well after sundown... I can only hope they get it fixed in time.,It's looking like they'll be working on the bus well<br/>after sundown... I can only hope they get it fixed<br/>in time.,運転手ロジャー,しかし、この分だと修理が終わるころには日が 暮れてしまうかもしれないな……,しかし、この分だと修理が終わるころには日が<br/>暮れてしまうかもしれないな……,,
t0000,5,56,Driver Roger,We were bound for Remiferia before we got derailed. We still have a ways to go after crossing the border.,We were bound for Remiferia before we got derailed.<br/>We still have a ways to go after crossing the border.,運転手ロジャー,このバスはレミフェリア行きの国際便でね、 国境を越えた後もそれなりに先があるんだ。,このバスはレミフェリア行きの国際便でね、<br/>国境を越えた後もそれなりに先があるんだ。,,
t0000,5,57,Driver Roger,"Driving at night is too dangerous... We'll have to wait until tomorrow to get back on the road. If we can stay the night here, at least...","Driving at night is too dangerous... We'll have to wait<br/>until tomorrow to get back on the road. If we can stay<br/>the night here, at least...",運転手ロジャー,夜中に長距離を走るのは危険だし、 この村に一泊した方が良いかもな……,夜中に長距離を走るのは危険だし、<br/>この村に一泊した方が良いかもな……,,
t0000,6,58,Bracer Alvis,"These attacks are pretty rare, from what I understand...","These attacks are pretty rare, from what<br/>I understand...",遊撃士アルヴィス,聞く限り、確かにあまり聞かないケースだな。,聞く限り、確かにあまり聞かないケースだな。,,
t0000,6,59,Bracer Alvis,"...but if we start to see more of these, I might ask the guild about fielding some more patrols out here.","...but if we start to see more of these, I might ask the<br/>guild about fielding some more patrols out here.",遊撃士アルヴィス,こういう事もあるなら、ギルドの見回りも もう少し増やした方が良いかもしれない。,こういう事もあるなら、ギルドの見回りも<br/>もう少し増やした方が良いかもしれない。,,
t0000,7,60,Melchior the Traveler,"I must say, the air here is quite lovely—not at all like the city.","I must say, the air here is quite lovely—not at all like<br/>the city.",旅行者メルキオル,それにしても、ここは空気が良いよね。,それにしても、ここは空気が良いよね。,,
t0000,7,61,Melchior the Traveler,"There's a certain...pungency that gives the town an honest, homely atmosphere.","There's a certain...pungency that gives the town an<br/>honest, homely atmosphere.",旅行者メルキオル,自然な空気だけど、少し腐ったような香りも 混ざってるのが飾らない感じでさ。,自然な空気だけど、少し腐ったような香りも<br/>混ざってるのが飾らない感じでさ。,,
t0000,7,62,Agnes,(Not sure what he means by that.),(Not sure what he means by that.),アニエス,（？　そんな匂いは感じないですが……）,（？　そんな匂いは感じないですが……）,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t0000,7,63,Ferry,(Perhaps he means the fertilizer? It does smell...natural.),(Perhaps he means the fertilizer? It does<br/>smell...natural.),フェリ,（肥料の匂いの事では……？）,（肥料の匂いの事では……？）,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t0000,7,64,Van,(...I shouldn't've asked.),(...I shouldn't've asked.),ヴァン,（……）,（……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t0000,7,65,Melchior the Traveler,"This town feels like the ruins, in a sense—they both invoke the simple joys of nature.","This town feels like the ruins, in a sense—they both<br/>invoke the simple joys of nature.",旅行者メルキオル,例の遺跡もそうだけど…… フフ、色々ありのままってところかな。,例の遺跡もそうだけど……<br/>フフ、色々ありのままってところかな。,,
t0000,7,66,Melchior the Traveler,"I say, we could all stand to reconnect with our roots.","I say, we could all stand to reconnect with our roots.",旅行者メルキオル,フフ、人も空気も ありのままってのは良いよね。,フフ、人も空気も<br/>ありのままってのは良いよね。,,
t0000,8,67,Molly,I'm grateful to the villagers for welcoming us for the night. It's incredibly kind of them.,I'm grateful to the villagers for welcoming us for<br/>the night. It's incredibly kind of them.,モリー,宿に泊まれてよかった……村の人たちも 親切で助かったわ。,宿に泊まれてよかった……村の人たちも<br/>親切で助かったわ。,,
t0000,8,68,Molly,"I live in Altair, and I visit Crossbell quite often, but this village has a certain charm I've never experienced before.","I live in Altair, and I visit Crossbell quite often, but<br/>this village has a certain charm I've never<br/>experienced before.",モリー,アルタイル住みだし、クロスベルにはよく行くけど、 この村は全然違った魅力があるわ。,アルタイル住みだし、クロスベルにはよく行くけど、<br/>この村は全然違った魅力があるわ。,,
t0000,8,69,Molly,It's nothing like the hustle and bustle of the city—I feel at ease here.,It's nothing like the hustle and bustle of the city—I<br/>feel at ease here.,モリー,ありのままの雰囲気なのに、穏やかで 心休まるというか……,ありのままの雰囲気なのに、穏やかで<br/>心休まるというか……,,
t0000,8,70,Molly,"I'm looking forward to Remiferia, but I'm kind of glad we ended up stopping here.","I'm looking forward to Remiferia, but I'm kind of<br/>glad we ended up stopping here.",モリー,レミフェリアも楽しみだけど、 この村もまた来てみたいわね。,レミフェリアも楽しみだけど、<br/>この村もまた来てみたいわね。,,
t0000,8,71,Molly,"They're saying the bus will depart tomorrow. I'm not sure what to make of my new schedule, but I understand safety comes first.","They're saying the bus will depart tomorrow. I'm not<br/>sure what to make of my new schedule, but I<br/>understand safety comes first.",モリー,バスが出るのは明日になるんだって。 予定は狂っちゃうけど安全第一だものね。,バスが出るのは明日になるんだって。<br/>予定は狂っちゃうけど安全第一だものね。,,
t0000,8,72,Molly,"I did at least get in touch with the hotel I'm staying at, so that's taken care of.","I did at least get in touch with the hotel I'm staying<br/>at, so that's taken care of.",モリー,向こうのホテルにも連絡できたし、 まずは安心だわ。,向こうのホテルにも連絡できたし、<br/>まずは安心だわ。,,
t0000,8,73,Molly,"And honestly, of all the places to make an impromptu stop, we could do far worse than this!","And honestly, of all the places to make an impromptu<br/>stop, we could do far worse than this!",モリー,この村なら一泊するのも 満更じゃないしね。,この村なら一泊するのも<br/>満更じゃないしね。,,
t0000,8,74,Molly,"I've really come to like this town, in what little time I've spent here...","I've really come to like this town, in what little time<br/>I've spent here...",モリー,半日見て回って、この穏やかな感じを すごく気に入ってしまったの……,半日見て回って、この穏やかな感じを<br/>すごく気に入ってしまったの……,,
t0000,8,75,Molly,"Creil Village has its own sort of charm, don't you think?","Creil Village has its own sort of charm, don't<br/>you think?",モリー,せっかくのレミフェリア旅行だったのに、 まさか足止めになるなんてねぇ。,せっかくのレミフェリア旅行だったのに、<br/>まさか足止めになるなんてねぇ。,,
t0000,8,76,Molly,I might as well take in the sights and sounds some more while we're stopped here!,I might as well take in the sights and sounds some<br/>more while we're stopped here!,モリー,まあ、この際前向きに この村を楽しんでみるとするわ。,まあ、この際前向きに<br/>この村を楽しんでみるとするわ。,,
t0000,8,77,Molly,I don't really make plans when I travel... I like to just let things happen to me. So I don't mind the chance to learn about new people and places.,I don't really make plans when I travel... I like to just<br/>let things happen to me. So I don't mind the chance<br/>to learn about new people and places.,モリー,もとより、初めての旅先を 開拓するつもりの旅行だったしね。,もとより、初めての旅先を<br/>開拓するつもりの旅行だったしね。,,
t0000,9,78,Nathan,"The villagers have been chatting with me, asking if I'm a new hire.","The villagers have been chatting with me, asking if<br/>I'm a new hire.",ネイソン,新しい従業員が増えたのかと 村の者達に声をかけられたりするんだ。,新しい従業員が増えたのかと<br/>村の者達に声をかけられたりするんだ。,,
t0000,9,79,Nathan,"Makes them sad when I explain it, but...they've been encouraging me, too.","Makes them sad when I explain it, but...they've been<br/>encouraging me, too.",ネイソン,事情を説明すると呆れられるが…… 皆、頑張るようにと言ってくれてね。,事情を説明すると呆れられるが……<br/>皆、頑張るようにと言ってくれてね。,,
t0000,9,80,Nathan,It's kinda... It's been a while since someone said something nice to me.,It's kinda... It's been a while since someone said<br/>something nice to me.,ネイソン,はは……人に優しい言葉を かけられたのはいつぶりだろうな。,はは……人に優しい言葉を<br/>かけられたのはいつぶりだろうな。,,
t0000,9,81,Nathan,Maybe this is my chance to start over—start living smartly instead of racking up debts.,Maybe this is my chance to start over—start living<br/>smartly instead of racking up debts.,ネイソン,借金ばかりしてないで、もう少し真っ当に 生きてみてもいいかもしれないな……,借金ばかりしてないで、もう少し真っ当に<br/>生きてみてもいいかもしれないな……,,
t0000,9,82,Nathan,Ugh... Wasn't expecting to end up a dishwasher. I'm really not good at chores like this.,Ugh... Wasn't expecting to end up a dishwasher.<br/>I'm really not good at chores like this.,ネイソン,はぁ……皿洗いを任されるとはな。 家事は得意な方ではないんだが……,はぁ……皿洗いを任されるとはな。<br/>家事は得意な方ではないんだが……,,
t0000,9,83,Nathan,But I'm just glad you didn't hand me over to the police...,But I'm just glad you didn't hand me over to<br/>the police...,ネイソン,……とはいえ、警察に突き出されないだけ 良かったと思うべきなんだろう。,……とはいえ、警察に突き出されないだけ<br/>良かったと思うべきなんだろう。,,
t0000,9,84,Nathan,Guess I can't complain... Gotta work until I can pay for the bike.,Guess I can't complain... Gotta work until I can pay<br/>for the bike.,ネイソン,仕方ない、自転車の修理費が稼げるまで 頑張るとするか……,仕方ない、自転車の修理費が稼げるまで<br/>頑張るとするか……,,
t0000,9,85,Nathan,"O-Oh! Uhm... I'm good, I swear. Just...","O-Oh! Uhm... I'm good, I swear. Just...",ネイソン,……ひっ！ ち、違うんだ、自分は……,……ひっ！<br/>ち、違うんだ、自分は……,,
