gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
t1000,1,1,CHR_THIS,These settings are for checking mob placement during day/evening/night. Remove these once they are no longer needed.,These settings are for checking mob placement<br/>during day/evening/night. Remove these once they<br/>are no longer needed.,CHR_THIS,昼・夕・夜のモブ配置確認用です。 ※不要になりましたら削除をお願いいたします。,昼・夕・夜のモブ配置確認用です。<br/>※不要になりましたら削除をお願いいたします。,,
t1000,3,17,Hanjao,"Evidently, there were murders that happened within the fog.","Evidently, there were murders that happened within<br/>the fog.",ハンジャオ,やはり不安な方も多いのか、 今朝は少し客入りが減ってしまいましたし……,やはり不安な方も多いのか、<br/>今朝は少し客入りが減ってしまいましたし……,,
t1000,3,18,Hanjao,"Can't blame people for being cagey this morning. I wouldn't be in the mood to go to the theaters, either...","Can't blame people for being cagey this morning.<br/>I wouldn't be in the mood to go to the<br/>theaters, either...",ハンジャオ,まあ……聞けば霧の中で殺人事件もあったというし、 東方人街の人達は映画どころじゃないのかもですね……,まあ……聞けば霧の中で殺人事件もあったというし、<br/>東方人街の人達は映画どころじゃないのかもですね……,,
t1000,3,19,Hanjao,I hear this year's film festival is going to be held in Tharbad.,I hear this year's film festival is going to be held<br/>in Tharbad.,ハンジャオ,そう言えば今年は映画祭を、 南東のサルバッド市でも開催するそうですね。,そう言えば今年は映画祭を、<br/>南東のサルバッド市でも開催するそうですね。,,
t1000,3,20,Hanjao,"I wonder who's going to win the award for best director. Personally, I'm rooting for Director Lam.","I wonder who's going to win the award for<br/>best director. Personally, I'm rooting for<br/>Director Lam.",ハンジャオ,映画祭の目玉といえば監督賞、自分はやはり 九龍映像のラム監督を応援したいですが……,映画祭の目玉といえば監督賞、自分はやはり<br/>九龍映像のラム監督を応援したいですが……,,
t1000,3,21,Hanjao,"Although, I AM a big fan of Director Gotti, too, so I wouldn't mind if he won it.","Although, I AM a big fan of Director Gotti, too, so I<br/>wouldn't mind if he won it.",ハンジャオ,ゴッチ監督の作品も捨てがたいところが多くて。 どっちを応援したものか悩ましいですよ。,ゴッチ監督の作品も捨てがたいところが多くて。<br/>どっちを応援したものか悩ましいですよ。,,
t1000,3,22,Hanjao,Welcome to Cinema Nouvelle! What movie would you like to watch?,Welcome to Cinema Nouvelle! What movie would<br/>you like to watch?,ハンジャオ,《シネマ・ヌーヴェル》へようこそ、 何か映画を観ていきますか？,《シネマ・ヌーヴェル》へようこそ、<br/>何か映画を観ていきますか？,,
t1000,3,23,Hanjao,"We host films from our local Kowloon Pictures studio, but we also show movies from other companies as well, such as Vegas Films.","We host films from our local Kowloon Pictures<br/>studio, but we also show movies from other<br/>companies as well, such as Vegas Films.",ハンジャオ,うちではラングポートの誇る《九龍映像》の作品を 中心に上映していますが、当然他社の物もありますよ。,うちではラングポートの誇る《九龍映像》の作品を<br/>中心に上映していますが、当然他社の物もありますよ。,,
t1000,3,24,Hanjao,People are always lining up to see Director Gotti's newest feature films.,People are always lining up to see Director Gotti's<br/>newest feature films.,ハンジャオ,例えば《ベガスフィルム》の ゴッチ監督作品もなかなか人気でしてね。,例えば《ベガスフィルム》の<br/>ゴッチ監督作品もなかなか人気でしてね。,,
t1000,3,25,Hanjao,Fans of Kowloon's action flicks often flock to Gotti's. There's some stiff competition in that genre.,Fans of Kowloon's action flicks often flock to Gotti's.<br/>There's some stiff competition in that genre.,ハンジャオ,九龍映像もスペクタクルな作品は結構ありますしね、 九龍映像のファンにもゴッチ作品はウケやすいようで。,九龍映像もスペクタクルな作品は結構ありますしね、<br/>九龍映像のファンにもゴッチ作品はウケやすいようで。,,
t1000,4,26,Suiran,"Things are back to normal around here, so I'm not as depressed as I was this morning. Glad I didn't call in sick.","Things are back to normal around here, so I'm not as<br/>depressed as I was this morning. Glad I didn't call<br/>in sick.",スイラン,ま、周りの雰囲気も戻ってきたし、 今更怖がってもしかたないですしねー。,ま、周りの雰囲気も戻ってきたし、<br/>今更怖がってもしかたないですしねー。,,
t1000,4,27,Suiran,"Doubt that thought even crossed the pasta guy's mind, though. He has so much passion for his job— and I'm just here for my paycheck.","Doubt that thought even crossed the pasta guy's<br/>mind, though. He has so much passion for his job—<br/>and I'm just here for my paycheck.",スイラン,あのパスタ屋みたいな情熱はウザいけど、 せいぜいお給料分は働くとしますかー。,あのパスタ屋みたいな情熱はウザいけど、<br/>せいぜいお給料分は働くとしますかー。,,
t1000,4,28,Suiran,Ugh. I'm down in the dumps after what happened yesterday.,Ugh. I'm down in the dumps after what<br/>happened yesterday.,スイラン,いやー……昨日のは参ったですよー。 事件の事もあって大分滅入りますー……,いやー……昨日のは参ったですよー。<br/>事件の事もあって大分滅入りますー……,,
t1000,4,29,Suiran,Maybe I should take the day off. I'm sure one of the other part-timers could take over my shift.,Maybe I should take the day off. I'm sure one of the<br/>other part-timers could take over my shift.,スイラン,どうせただのバイトだし、こういう時くらい、 休んでも罰当たらないと思ったけど……,どうせただのバイトだし、こういう時くらい、<br/>休んでも罰当たらないと思ったけど……,,
t1000,4,30,Suiran,But the pasta guy's still going strong...,But the pasta guy's still going strong...,スイラン,あのパスタ屋が暑苦しく頑張ってるのを見ると、 自分だけ休むのも何か癪だなと思いましてー。,あのパスタ屋が暑苦しく頑張ってるのを見ると、<br/>自分だけ休むのも何か癪だなと思いましてー。,,
t1000,4,31,Suiran,*sigh* Never mind I'd feel guilty if I threw in the towel.,*sigh* Never mind I'd feel guilty if I threw in<br/>the towel.,スイラン,そんなわけで、不本意ながら普段通りに 甘味とジュース販売中でーす。,そんなわけで、不本意ながら普段通りに<br/>甘味とジュース販売中でーす。,,
t1000,4,32,Suiran,Whew. I'm beat. I can't even muster the energy to close up shop...,Whew. I'm beat. I can't even muster the energy to<br/>close up shop...,スイラン,ふう、今日はいつも以上に疲れましたー。 店仕舞いもだるいですー。,ふう、今日はいつも以上に疲れましたー。<br/>店仕舞いもだるいですー。,,
t1000,4,33,Suiran,"Meanwhile, that pasta guy over there is still full of vim and vigor.","Meanwhile, that pasta guy over there is still full of<br/>vim and vigor.",スイラン,しかしあっちのパスタ屋はこんな遅くまで 相変わらず元気ですねー。,しかしあっちのパスタ屋はこんな遅くまで<br/>相変わらず元気ですねー。,,
t1000,4,34,Suiran,How in the heck is that noodlehead not drop-dead tired?!,How in the heck is that noodlehead not<br/>drop-dead tired?!,スイラン,まったく、あの人の熱量は一体 どっから来てるんですかねー？,まったく、あの人の熱量は一体<br/>どっから来てるんですかねー？,,
t1000,4,35,Suiran,Welcome! Would you like an Eastern snack? We have delicious mantou!,Welcome! Would you like an Eastern snack?<br/>We have delicious mantou!,スイラン,いらっしゃいませー、東方伝統の軽食、 饅頭（マントウ）はいかがですかー？,いらっしゃいませー、東方伝統の軽食、<br/>饅頭（マントウ）はいかがですかー？,,
t1000,4,36,Suiran,"They're freshly cooked, piping hot, and go great with our lychee juice.","They're freshly cooked, piping hot, and go great with<br/>our lychee juice.",スイラン,できたてホクホク、こちらの ライチジュースともよく合いますよー？,できたてホクホク、こちらの<br/>ライチジュースともよく合いますよー？,,
t1000,4,37,Suiran,They're a Langport specialty. You'll fall head over heels for them with just one bite!,They're a Langport specialty. You'll fall head over<br/>heels for them with just one bite!,スイラン,これぞまさに煌都名物、 ぜひぜひお試しくださいー！,これぞまさに煌都名物、<br/>ぜひぜひお試しくださいー！,,
t1000,5,38,Vittorino,My pasta is working its wonders! I've had a slew of Easterners lining up at my stand today!,My pasta is working its wonders! I've had a slew of<br/>Easterners lining up at my stand today!,ヴィットリーノ,さて、改めて普段通りにパスタを広めんッ！ 今日は思ったよりも東方人も来てくれたッ！,さて、改めて普段通りにパスタを広めんッ！<br/>今日は思ったよりも東方人も来てくれたッ！,,
t1000,5,39,Vittorino,Looks like they all want a change of pace.,Looks like they all want a change of pace.,ヴィットリーノ,やはり彼らも、新しいものを食べて 気分転換したいのだなッ！,やはり彼らも、新しいものを食べて<br/>気分転換したいのだなッ！,,
t1000,5,40,Vittorino,Now's the time for pasta to shine!,Now's the time for pasta to shine!,ヴィットリーノ,ハハハ、これを機に東方人の皆にも パスタが愛されれば嬉しい限りッ！,ハハハ、これを機に東方人の皆にも<br/>パスタが愛されれば嬉しい限りッ！,,
t1000,5,41,Vittorino,Everyone's fraught with worry over last night's events. I'm hoping my pasta can cheer people up a little.,Everyone's fraught with worry over last night's events.<br/>I'm hoping my pasta can cheer people up a little.,ヴィットリーノ,向こうで起きた事件で皆が不安がっているが…… こんな時こそパスタを食して元気を出そう！,向こうで起きた事件で皆が不安がっているが……<br/>こんな時こそパスタを食して元気を出そう！,,
t1000,5,42,Vittorino,"When I'm down, a bowl of noodles always perks me right up. Pasta, buckwheat, and Eastern noodles will all do the trick.","When I'm down, a bowl of noodles always perks me<br/>right up. Pasta, buckwheat, and Eastern noodles will<br/>all do the trick.",ヴィットリーノ,麺には人を元気にする不思議な力があるッ！ それは、パスタも蕎麦も東方麺も同じだッ！,麺には人を元気にする不思議な力があるッ！<br/>それは、パスタも蕎麦も東方麺も同じだッ！,,
t1000,5,43,Vittorino,I just want pasta to make a difference in this city— and maybe it can do so by bringing smiles back to people's faces!,I just want pasta to make a difference in this city—<br/>and maybe it can do so by bringing smiles back to<br/>people's faces!,ヴィットリーノ,俺が皆のために出来るのはパスタで人々を癒す事ッ！ ならば迷う事などあろうはずもない！,俺が皆のために出来るのはパスタで人々を癒す事ッ！<br/>ならば迷う事などあろうはずもない！,,
t1000,5,44,Vittorino,"There's nothing in the world that rivals this evening view...except pasta, of course.","There's nothing in the world that rivals this evening<br/>view...except pasta, of course.",ヴィットリーノ,ははは、夜景を臨みながら食する パスタは一層に絶品！,ははは、夜景を臨みながら食する<br/>パスタは一層に絶品！,,
t1000,5,45,Vittorino,Did you know that pasta pairs excellently with wine? Perhaps you should consider taking a swig and a slurp as you relax and enjoy the night sky.,Did you know that pasta pairs excellently with wine?<br/>Perhaps you should consider taking a swig and a slurp<br/>as you relax and enjoy the night sky.,ヴィットリーノ,ワインにも合うしな、夜は夜でパスタは 東方麺に負けぬ事を示してみせるッ！,ワインにも合うしな、夜は夜でパスタは<br/>東方麺に負けぬ事を示してみせるッ！,,
t1000,5,46,Vittorino,It's quite fortuitous that the shivering breeze is carrying the scent of olives. Those who are seeking warmth will no doubt be drawn here!,It's quite fortuitous that the shivering breeze is<br/>carrying the scent of olives. Those who are seeking<br/>warmth will no doubt be drawn here!,ヴィットリーノ,夜風がオリーブの香りを夜の街に運び、 人々を引き込んでくれると信じてッ！,夜風がオリーブの香りを夜の街に運び、<br/>人々を引き込んでくれると信じてッ！,,
t1000,5,47,Vittorino,"Some may claim that the greatest noodles in the world are the Eastern noodles—but to that I say, 'Nay!'","Some may claim that the greatest noodles in the<br/>world are the Eastern noodles—but to that I<br/>say, 'Nay!'",ヴィットリーノ,麺類の頂点に立つのはパスタ！ この街でそれを証明してみせるッ！,麺類の頂点に立つのはパスタ！<br/>この街でそれを証明してみせるッ！,,
t1000,5,48,Vittorino,Because we have pasta—and I'm here to prove that it stands at the peak of the noodle pyramid!,Because we have pasta—and I'm here to prove that it<br/>stands at the peak of the noodle pyramid!,ヴィットリーノ,パスタを売るなら他の街の方が良い という意見も百も承知！,パスタを売るなら他の街の方が良い<br/>という意見も百も承知！,,
t1000,5,49,Vittorino,"Starting up a successful pasta business in this city will no doubt be an uphill battle, but pasta WILL come out on top.","Starting up a successful pasta business in this city will<br/>no doubt be an uphill battle, but pasta WILL come<br/>out on top.",ヴィットリーノ,だが、そんなハンデを貰っては 勝負に勝ったとは言えん！,だが、そんなハンデを貰っては<br/>勝負に勝ったとは言えん！,,
t1000,5,50,Vittorino,The fall of the Eastern noodle dynasty in Langport is nigh—and it will come at the noodly hand of pasta!,The fall of the Eastern noodle dynasty in Langport is<br/>nigh—and it will come at the noodly hand of pasta!,ヴィットリーノ,東方の麺類が覇権を握るこの地で勝利してこそ、 真の覇者を決められるというものッ！,東方の麺類が覇権を握るこの地で勝利してこそ、<br/>真の覇者を決められるというものッ！,,
t1000,6,51,Shwe,I can't believe I threw my pouch instead of the ball... I guess I'm a little drowsy today after all.,I can't believe I threw my pouch instead of the ball...<br/>I guess I'm a little drowsy today after all.,シュエ,私とした事が、息子と遊んでいる時にまで うたた寝しちゃうなんて……,私とした事が、息子と遊んでいる時にまで<br/>うたた寝しちゃうなんて……,,
t1000,6,52,Shwe,It's a good thing I have a son who always looks out for me.,It's a good thing I have a son who always looks out<br/>for me.,シュエ,それにしても……投げちゃったポーチまで 拾ってくれて本当に良い子になったわねぇ……,それにしても……投げちゃったポーチまで<br/>拾ってくれて本当に良い子になったわねぇ……,,
t1000,6,53,Shwe,"When my son and I were heading home last night, we saw the fog in the Eastern Quarter.","When my son and I were heading home last night,<br/>we saw the fog in the Eastern Quarter.",シュエ,昨日は東方人街の方で騒ぎがあって…… 帰り道の辺りもいくらか混乱していたのよねぇ。,昨日は東方人街の方で騒ぎがあって……<br/>帰り道の辺りもいくらか混乱していたのよねぇ。,,
t1000,6,54,Shwe,"I panicked and tried to rush home, but in the middle of our run, I lost my balance and nearly fell.","I panicked and tried to rush home, but in the middle<br/>of our run, I lost my balance and nearly fell.",シュエ,私もびっくりしちゃって、帰り道で慌てて 転びそうになってしまったんだけど……,私もびっくりしちゃって、帰り道で慌てて<br/>転びそうになってしまったんだけど……,,
t1000,6,55,Shwe,"Thankfully, my son was there to break my fall. When did he become so dependable?","Thankfully, my son was there to break my fall.<br/>When did he become so dependable?",シュエ,驚いた事に、息子が咄嗟に支えてくれたのよ。 いつの間に頼もしく育ったのやら……,驚いた事に、息子が咄嗟に支えてくれたのよ。<br/>いつの間に頼もしく育ったのやら……,,
t1000,6,56,Shwe,He's growing up so fast... I should make more of an effort to play with him. We need to enjoy the time we have together.,He's growing up so fast... I should make more of an<br/>effort to play with him. We need to enjoy the time we<br/>have together.,シュエ,やっぱり、遊び相手もして少しでも この子と親子の縁を深めなきゃ……,やっぱり、遊び相手もして少しでも<br/>この子と親子の縁を深めなきゃ……,,
t1000,6,57,Shwe,"I promised my son I'd spend time with him, but I fell asleep... I feel terrible.","I promised my son I'd spend time with him, but I<br/>fell asleep... I feel terrible.",シュエ,随分と長い事寝てしまったみたいで…… 息子の相手できなくて申し訳なかったわ。,随分と長い事寝てしまったみたいで……<br/>息子の相手できなくて申し訳なかったわ。,,
t1000,6,58,Shwe,The park is a peaceful retreat from the noisy hustle and bustle of the city. Maybe that's why I get so sleepy every time I come here.,The park is a peaceful retreat from the noisy hustle<br/>and bustle of the city. Maybe that's why I get so<br/>sleepy every time I come here.,シュエ,ラングポートは街自体が騒がしいからねぇ、 公園に来ると、その反動で寝ちゃうのよ……,ラングポートは街自体が騒がしいからねぇ、<br/>公園に来ると、その反動で寝ちゃうのよ……,,
t1000,6,59,Shwe,Mmm... Whoops...,Mmm... Whoops...,シュエ,むにゃむにゃ…… 引っかかったわね……,むにゃむにゃ……<br/>引っかかったわね……,,
t1000,6,60,Shwe,Zzz...,Zzz...,シュエ,……すーっ……,……すーっ……,,
t1000,7,61,Yao,"Hey, hey! Wake up, Mommy! The weather's super nice today!","Hey, hey! Wake up, Mommy! The weather's super<br/>nice today!",ヤオ,ねぇねぇマーマー、起きてよー。 せっかくのお天気だよー。,ねぇねぇマーマー、起きてよー。<br/>せっかくのお天気だよー。,,
t1000,7,62,Shwe,"Mmm... Right, right...","Mmm... Right, right...",シュエ,うーん……そうよ～ ……むにゃむにゃ……,うーん……そうよ～<br/>……むにゃむにゃ……,,
t1000,7,63,Shwe,Zzz...,Zzz...,シュエ,すーっ……,すーっ……,,
t1000,7,64,Yao,*sigh* Mommy went to sleep again... She promised to play with me.,*sigh* Mommy went to sleep again... She promised to<br/>play with me.,ヤオ,ママ、また寝ちゃった…… 遊んでくれるヤクソクだったのに。,ママ、また寝ちゃった……<br/>遊んでくれるヤクソクだったのに。,,
t1000,7,65,Yao,I wonder if there's any fun games I can play by myself.,I wonder if there's any fun games I can play<br/>by myself.,ヤオ,何か一人で遊べるおもしろい事、 ないかなー？,何か一人で遊べるおもしろい事、<br/>ないかなー？,,
t1000,8,66,Shwe,"Thank you again for yesterday, Yao. You've grown up so much.","Thank you again for yesterday, Yao. You've grown up<br/>so much.",シュエ,ヤオ、昨日はありがとうね。 ヤオが良い子に育ってて嬉しいわ。,ヤオ、昨日はありがとうね。<br/>ヤオが良い子に育ってて嬉しいわ。,,
t1000,8,67,Yao,"You're welcome, Mommy! Thanks for playing with me!","You're welcome, Mommy! Thanks for playing<br/>with me!",ヤオ,うん、ボクこそ遊んでくれてありがとう！,うん、ボクこそ遊んでくれてありがとう！,,
t1000,8,68,Yao,I'll let you get some sleep now. You need a nap.,I'll let you get some sleep now. You need a nap.,ヤオ,でも……眠いならお昼寝の後でも良いよ？,でも……眠いならお昼寝の後でも良いよ？,,
t1000,8,69,Shwe,"Huh? Oh, I think I'm okay. I'm wide awake!","Huh? Oh, I think I'm okay. I'm wide awake!",シュエ,あら、ママ別にそんな……,あら、ママ別にそんな……,,
t1000,8,70,Yao,Are you sure? You threw your pouch instead of the ball.,Are you sure? You threw your pouch instead of<br/>the ball.,ヤオ,だってママ……さっき、ボールじゃなくて ポーチ投げてたもん。,だってママ……さっき、ボールじゃなくて<br/>ポーチ投げてたもん。,,
t1000,8,71,Yao,I think you should hit the hay.,I think you should hit the hay.,ヤオ,ゼッタイ眠いでしょ？,ゼッタイ眠いでしょ？,,
t1000,8,72,Shwe,What? But my pouch is right here—ack!,What? But my pouch is right here—ack!,シュエ,えっ、うそ！？ そ、そう言えば……ポーチが無いわ！,えっ、うそ！？<br/>そ、そう言えば……ポーチが無いわ！,,
t1000,8,73,Shwe,Maybe I need some rest after all...,Maybe I need some rest after all...,シュエ,……あ、今ので何だか目が覚めちゃったかも。,……あ、今ので何だか目が覚めちゃったかも。,,
t1000,8,74,Yao,"Have a good nap! Oh, and here's your pouch back.","Have a good nap! Oh, and here's your pouch back.",ヤオ,……ポーチならボクがひろったから アンシンしてね、ママ。,……ポーチならボクがひろったから<br/>アンシンしてね、ママ。,,
t1000,9,75,Yao,"I don't want Mommy to push herself too hard, so I'm gonna let her sleep.","I don't want Mommy to push herself too hard, so I'm<br/>gonna let her sleep.",ヤオ,ママ、眠いならムリしないで欲しいな。,ママ、眠いならムリしないで欲しいな。,,
t1000,9,76,Yao,"Otherwise, she might conk out while we're heading home...","Otherwise, she might conk out while we're<br/>heading home...",ヤオ,今遊んでたら、ゼッタイおうちに帰るジカンに 寝ちゃいそうだし……,今遊んでたら、ゼッタイおうちに帰るジカンに<br/>寝ちゃいそうだし……,,
t1000,9,77,Yao,"On the way home last night, Mommy tripped.","On the way home last night, Mommy tripped.",ヤオ,きのう、おうちに帰るときにママが びっくりしてつまづいちゃったんだけど……,きのう、おうちに帰るときにママが<br/>びっくりしてつまづいちゃったんだけど……,,
t1000,9,78,Yao,"I was scared, so I held her hand real tight and stopped her from falling.","I was scared, so I held her hand real tight and stopped<br/>her from falling.",ヤオ,ボクも怖かったけど、手を繋いでいたし なんとか支えてあげられたんだ。,ボクも怖かったけど、手を繋いでいたし<br/>なんとか支えてあげられたんだ。,,
t1000,9,79,Yao,I've gotta look out for Mommy. I don't want her to get hurt...,I've gotta look out for Mommy. I don't want her to<br/>get hurt...,ヤオ,ママ、いつも眠たくてあぶなっかしいし、 ボクがたすけてあげないとね。,ママ、いつも眠たくてあぶなっかしいし、<br/>ボクがたすけてあげないとね。,,
t1000,9,80,Yao,Mommy only just woke up now. She must've been really sleepy.,Mommy only just woke up now. She must've been<br/>really sleepy.,ヤオ,ママ、けっきょく暗くなるまで ずっと寝てたんだ。,ママ、けっきょく暗くなるまで<br/>ずっと寝てたんだ。,,
t1000,9,81,Yao,"We've got the same bedtime, though...","We've got the same bedtime, though...",ヤオ,これでもいつも、夜はボクと 同じくらい早く寝れちゃうの……,これでもいつも、夜はボクと<br/>同じくらい早く寝れちゃうの……,,
t1000,9,82,Yao,I think I'll jump rope for a while.,I think I'll jump rope for a while.,ヤオ,とりあえず、縄跳びでもしようかなー。,とりあえず、縄跳びでもしようかなー。,,
t1000,9,83,Yao,"...Aww, crud. I left my rope at home. Phooey.","...Aww, crud. I left my rope at home. Phooey.",ヤオ,あ、でも縄をおうちに忘れてきちゃったよ、 どうしようかなぁ。,あ、でも縄をおうちに忘れてきちゃったよ、<br/>どうしようかなぁ。,,
t1000,10,84,Grandpa Wang,People my age will never forget that horrible incident all those years ago...,People my age will never forget that horrible incident<br/>all those years ago...,ワン爺さん,それにしても……昨日ので忌々しい名を 思い出すのは儂だけでもないようじゃ……,それにしても……昨日ので忌々しい名を<br/>思い出すのは儂だけでもないようじゃ……,,
t1000,10,85,Grandpa Wang,"I was just a bright-eyed youngster back then, but due to the reconstruction, I was blessed with many opportunities for prosperity.","I was just a bright-eyed youngster back then, but due<br/>to the reconstruction, I was blessed with many<br/>opportunities for prosperity.",ワン爺さん,あの時は儂もまだ下積みじゃったが、 混乱の立て直しの中で商機には恵まれた。,あの時は儂もまだ下積みじゃったが、<br/>混乱の立て直しの中で商機には恵まれた。,,
t1000,10,86,Grandpa Wang,"In fact, I may have only been able to ride the waves to the top due to the turbulent tides of that era...","In fact, I may have only been able to ride the waves to<br/>the top due to the turbulent tides of that era...",ワン爺さん,そう思えば、儂もあの者によって人生を 変えられた一人なのかもしれんな……,そう思えば、儂もあの者によって人生を<br/>変えられた一人なのかもしれんな……,,
t1000,10,87,Grandpa Wang,"While I was heading to my sauna last night, the street erupted into chaos.","While I was heading to my sauna last night, the street<br/>erupted into chaos.",ワン爺さん,昨夜は、儂の銭湯がある二番街も 酷く混乱しおったが……,昨夜は、儂の銭湯がある二番街も<br/>酷く混乱しおったが……,,
t1000,10,88,Grandpa Wang,"My body moved on its own, and I managed to save some people.","My body moved on its own, and I managed to save<br/>some people.",ワン爺さん,身体が咄嗟に動いて、近くの人らを 助けることが出来てな。,身体が咄嗟に動いて、近くの人らを<br/>助けることが出来てな。,,
t1000,10,89,Grandpa Wang,"When things hit the fan, having martial arts training can come in handy.","When things hit the fan, having martial arts training<br/>can come in handy.",ワン爺さん,拳法をやっていたお陰じゃな、 やはりいざという時に役に立つものじゃ。,拳法をやっていたお陰じゃな、<br/>やはりいざという時に役に立つものじゃ。,,
