gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
m7510,1,11,Melchior,"Heehee. So you've been going through that reporter's belongings, hmm? Well, you almost hit the bullseye.","Heehee. So you've been going through that reporter's<br/>belongings, hmm? Well, you almost hit the bullseye.",メルキオル,ふふ、あの記者さんの 遺品あたりから掴んだのかな？,"<audio id=""v38_60031""><source src=""talk/11/v38_60031.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60031').play()"">ふふ、あの記者さんの<br/>遺品あたりから掴んだのかな？</a>",,
m7510,1,12,Melchior,I didn't merely draft the plan—I dotted the i's and crossed every t. Only I could've envisioned such a marvelously devious scheme!,I didn't merely draft the plan—I dotted the i's and<br/>crossed every t. Only I could've envisioned such a<br/>marvelously devious scheme!,メルキオル,──もちろん！ 僕の判断に決まってるだろう！？,"<audio id=""v38_60032""><source src=""talk/11/v38_60032.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60032').play()"">──もちろん！<br/>僕の判断に決まってるだろう！？</a>",,
m7510,1,13,Melchior,"Much to my delight, that wonderful little village was a rare model of racial harmony as well.","Much to my delight, that wonderful little village was<br/>a rare model of racial harmony as well.",メルキオル,幸い、東方系に中東系の住民も 仲良く暮らす珍しい村だったからねぇ。,"<audio id=""v38_60033""><source src=""talk/11/v38_60033.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60033').play()"">幸い、東方系に中東系の住民も<br/>仲良く暮らす珍しい村だったからねぇ。</a>",,
m7510,1,14,Melchior,The boss was beside himself with joy when I told him of my plan. We had to deliver results to our investors—and we did so by wiping Creil off the map.,The boss was beside himself with joy when I told him<br/>of my plan. We had to deliver results to our<br/>investors—and we did so by wiping Creil off the map.,メルキオル,スポンサーにアピールする意味でも 格好の標的だってボスに勧めたのさ！,"<audio id=""v38_60034""><source src=""talk/11/v38_60034.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60034').play()"">スポンサーにアピールする意味でも<br/>格好の標的だってボスに勧めたのさ！</a>",,
m7510,1,15,Ferry,...,...,フェリ,っ……,"<audio id=""v02_60069""><source src=""talk/11/v02_60069.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_60069').play()"">っ……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
m7510,1,16,Judith,You evil piece of...,You evil piece of...,ジュディス,最悪ね……アンタ。,"<audio id=""v06_60066""><source src=""talk/11/v06_60066.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v06_60066').play()"">最悪ね……アンタ。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5007_out.webp""/>"
m7510,1,17,Bellegarde,You know full well that those investors wouldn't have expected you to go so far.,You know full well that those investors wouldn't have<br/>expected you to go so far.,ベルガルド,……そのスポンサー共もそこまでの 非道を考えていたわけではあるまいに。,"<audio id=""v07_60056""><source src=""talk/11/v07_60056.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v07_60056').play()"">……そのスポンサー共もそこまでの<br/>非道を考えていたわけではあるまいに。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
m7510,1,18,Melchior,"Oh, they most certainly did not. In fact, they were terrified beyond belief. Their reactions were utterly priceless!","Oh, they most certainly did not. In fact, they were<br/>terrified beyond belief. Their reactions were<br/>utterly priceless!",メルキオル,うん、みんな本気でビビってたから 笑わせてもらったよ♪,"<audio id=""v38_60035""><source src=""talk/11/v38_60035.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60035').play()"">うん、みんな本気でビビってたから<br/>笑わせてもらったよ♪</a>",,
m7510,1,19,Melchior,"Auclair's in particular was gold. You should have seen him! He went as white as a sheet, and his voice was quavering like a little girl.","Auclair's in particular was gold. You should have<br/>seen him! He went as white as a sheet, and his voice<br/>was quavering like a little girl.",メルキオル,特にオークレール社長ときたら！ 真っ青になって声も震えちゃってさ！,"<audio id=""v38_60036""><source src=""talk/11/v38_60036.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60036').play()"">特にオークレール社長ときたら！<br/>真っ青になって声も震えちゃってさ！</a>",,
m7510,1,20,Melchior,I can hardly believe the famous Beauty's Blade is his offspring. She's rather lucky she doesn't take after—,I can hardly believe the famous Beauty's Blade is<br/>his offspring. She's rather lucky she doesn't take<br/>after—,メルキオル,《剣の乙女》の父親らしいけど トンビが鷹を生むっていうのは……,"<audio id=""v38_60037""><source src=""talk/11/v38_60037.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60037').play()"">《剣の乙女》の父親らしいけど<br/>トンビが鷹を生むっていうのは……</a>",,
m7510,1,21,Van,Shut up.,Shut up.,ヴァン,──黙れ。,"<audio id=""v00_60114""><source src=""talk/11/v00_60114.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60114').play()"">──黙れ。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7510,1,22,Melchior,...,...,メルキオル,…………………………,"<audio id=""v38_60038""><source src=""talk/11/v38_60038.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60038').play()"">…………………………</a>",,
m7510,1,23,Van,"In my line of business, I deal with so-called 'bad' people on the regular. I don't discriminate as long as they've got SOME sense of right and wrong.","In my line of business, I deal with so-called 'bad'<br/>people on the regular. I don't discriminate as long as<br/>they've got SOME sense of right and wrong.",ヴァン,商売柄、俺は悪人だろうが差別はしねぇ。 そこに幾許かの筋が通る限りは。,"<audio id=""v00_60115""><source src=""talk/11/v00_60115.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60115').play()"">商売柄、俺は悪人だろうが差別はしねぇ。<br/>そこに幾許かの筋が通る限りは。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7510,1,24,Van,"I'm willing to take work from Heiyue, jaegers, thugs, and, hell, even the society. My door's open to 'em all.","I'm willing to take work from Heiyue, jaegers, thugs,<br/>and, hell, even the society. My door's open to 'em all.",ヴァン,黒月だろうが猟兵だろうが半グレだろうが、 ……気は進まないが結社だろうがな。,"<audio id=""v00_60116""><source src=""talk/11/v00_60116.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60116').play()"">黒月だろうが猟兵だろうが半グレだろうが、<br/>……気は進まないが結社だろうがな。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7510,1,25,Van,"Not you, though. You're a special kind of bad.","Not you, though. You're a special kind of bad.",ヴァン,だがてめえは別だ──メルキオル。,"<audio id=""v00_60117""><source src=""talk/11/v00_60117.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60117').play()"">だがてめえは別だ──メルキオル。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7510,1,26,Van,You didn't just cross the line—you obliterated it. Then you and your boss continued on your merry way like nothing ever happened.,You didn't just cross the line—you obliterated it.<br/>Then you and your boss continued on your merry way<br/>like nothing ever happened.,ヴァン,ボスのジェラールとは別の意味で 一線を踏み越えすぎた。</B>,"<audio id=""v00_60118""><source src=""talk/11/v00_60118.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60118').play()"">ボスのジェラールとは別の意味で<br/>一線を踏み越えすぎた。</B></a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7510,1,27,Van,"I know the Oathbreaker is partly to blame for how you turned out since he abandoned you and all, but frankly, I don't give a single shit about that.","I know the Oathbreaker is partly to blame for how<br/>you turned out since he abandoned you and all, but<br/>frankly, I don't give a single shit about that.",ヴァン,破戒が抜けた後の《木馬團》とやらで 何があったのかもどうだっていい──,"<audio id=""v00_60119""><source src=""talk/11/v00_60119.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60119').play()"">破戒が抜けた後の《木馬團》とやらで<br/>何があったのかもどうだっていい──</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7510,1,28,Van,All I care about now is sending your ass on a one-way trip to hell. I've heard enough of your goddamn voice.,All I care about now is sending your ass on a one-way<br/>trip to hell. I've heard enough of your goddamn voice.,ヴァン,お互いやることはシンプルだ── 問答抜きで始めようぜ？,"<audio id=""v00_60120""><source src=""talk/11/v00_60120.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60120').play()"">お互いやることはシンプルだ──<br/>問答抜きで始めようぜ？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7510,1,29,Van,Whaddaya say to a one-on-one brawl?,Whaddaya say to a one-on-one brawl?,ヴァン,なんなら俺一人で相手してもいい。,"<audio id=""v00_60121""><source src=""talk/11/v00_60121.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60121').play()"">なんなら俺一人で相手してもいい。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7510,1,30,Ferry,Huh?!,Huh?!,フェリ,ヴァンさん……！？,"<audio id=""v02_60070""><source src=""talk/11/v02_60070.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_60070').play()"">ヴァンさん……！？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
m7510,1,31,Aaron,Are you serious?!,Are you serious?!,アーロン,おい……！？,"<audio id=""v03_60074""><source src=""talk/11/v03_60074.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_60074').play()"">おい……！？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
m7510,1,32,Melchior,"Haha! What an amusing proposition. I assume you are planning to rely on that Grendel of yours, no?","Haha! What an amusing proposition. I assume you<br/>are planning to rely on that Grendel of yours, no?",メルキオル,フフ、あのグレンデルとやらを 解放するつもりみたいだけど……,"<audio id=""v38_60039""><source src=""talk/11/v38_60039.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60039').play()"">フフ、あのグレンデルとやらを<br/>解放するつもりみたいだけど……</a>",,
m7510,1,33,Melchior,"But even with that tool at your disposal, defeating me alone is too great a task for an empty shell like you.","But even with that tool at your disposal, defeating me<br/>alone is too great a task for an empty shell like you.",メルキオル,“抜け殻”でしかない君だけじゃ 少し荷が重すぎるんじゃないかなぁ？,"<audio id=""v38_60040""><source src=""talk/11/v38_60040.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60040').play()"">“抜け殻”でしかない君だけじゃ<br/>少し荷が重すぎるんじゃないかなぁ？</a>",,
m7510,1,34,Van,You son of a...!,You son of a...!,ヴァン,……！　てめえ──,"<audio id=""v00_60122""><source src=""talk/11/v00_60122.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60122').play()"">……！　てめえ──</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7510,1,35,Agnes,(What does he mean by 'empty shell'?),(What does he mean by 'empty shell'?),アニエス,（“抜け殻”……？）,"<audio id=""v01_60099""><source src=""talk/11/v01_60099.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_60099').play()"">（“抜け殻”……？）</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m7510,1,36,Bellegarde,(As I feared...),(As I feared...),ベルガルド,（……やはり………）,"<audio id=""v07_60057""><source src=""talk/11/v07_60057.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v07_60057').play()"">（……やはり………）</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
m7510,1,37,Melchior,"I may not be privy to the finer points of your relationship to the boss, but I stumbled upon a rather enlightening detail about that very subject:","I may not be privy to the finer points of your<br/>relationship to the boss, but I stumbled upon a rather<br/>enlightening detail about that very subject:",メルキオル,アハハ、君とボスの関係についても 詳しくはないけど大体察しているよ！,"<audio id=""v38_60041""><source src=""talk/11/v38_60041.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60041').play()"">アハハ、君とボスの関係についても<br/>詳しくはないけど大体察しているよ！</a>",,
m7510,1,38,Melchior,You were once held in one of the D∴G cult's lodges. Couple that with the knowledge that the boss was one of its high priests...,You were once held in one of the D∴G cult's lodges.<br/>Couple that with the knowledge that the boss was<br/>one of its high priests...,メルキオル,とある教団ロッジに囚われていた君と 幹部司祭の一人だったボスの間で──,"<audio id=""v38_60042""><source src=""talk/11/v38_60042.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60042').play()"">とある教団ロッジに囚われていた君と<br/>幹部司祭の一人だったボスの間で──</a>",,
m7510,1,39,Melchior,...and it's easy to imagine what exactly went down between you two.,...and it's easy to imagine what exactly went down<br/>between you two.,メルキオル,一体“何”がやり取りされたかもね！！,"<audio id=""v38_60043""><source src=""talk/11/v38_60043.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60043').play()"">一体“何”がやり取りされたかもね！！</a>",,
m7510,1,40,Van,...!,...!,ヴァン,！！,"<audio id=""v00_60123""><source src=""talk/11/v00_60123.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60123').play()"">！！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7510,1,41,Agnes,Ahh!,Ahh!,アニエス,ああっ……！？,"<audio id=""v01_60100""><source src=""talk/11/v01_60100.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_60100').play()"">ああっ……！？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m7510,1,42,Judith,...?!,...?!,ジュディス,なあっ……！？,"<audio id=""v06_60067""><source src=""talk/11/v06_60067.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v06_60067').play()"">なあっ……！？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5007_out.webp""/>"
m7510,1,43,Quatre,H-He stabbed himself?!,H-He stabbed himself?!,カトル,じ、自分に刃を……！？,"<audio id=""v05_60066""><source src=""talk/11/v05_60066.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v05_60066').play()"">じ、自分に刃を……！？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0004_out.webp""/>"
m7510,1,44,Van,W-Wait... You aren't...,W-Wait... You aren't...,ヴァン,ま、まさかてめえ………,"<audio id=""v00_60124""><source src=""talk/11/v00_60124.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60124').play()"">ま、まさかてめえ………</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7510,1,45,Melchior,"Hahaha... *cough* Oh, but I am. ❤","Hahaha... *cough* Oh, but I am. ❤",メルキオル,うふふ……ゴボ…… ……お察しの通りさ……❤,"<audio id=""v38_60044""><source src=""talk/11/v38_60044.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60044').play()"">うふふ……ゴボ……<br/>……お察しの通りさ……❤</a>",,
m7510,1,46,Melchior,"If you offer up your life within Pandemonium, you will be reborn as an undead.","If you offer up your life within Pandemonium, you<br/>will be reborn as an undead.",メルキオル,汎魔化のプロセスで己を捧げることで ……“不死者”として生まれ変わる……,"<audio id=""v38_60045""><source src=""talk/11/v38_60045.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60045').play()"">汎魔化のプロセスで己を捧げることで<br/>……“不死者”として生まれ変わる……</a>",,
m7510,1,47,Lisette,This is eerily reminiscent of the Immortals and the Great Twilight!,This is eerily reminiscent of the Immortals and the<br/>Great Twilight!,リゼット,帝国の《黄昏》でもあった……！？,"<audio id=""v04_60078""><source src=""talk/11/v04_60078.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v04_60078').play()"">帝国の《黄昏》でもあった……！？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
m7510,1,48,Bellegarde,So that is how Dantès still lives!,So that is how Dantès still lives!,ベルガルド,アルマータの首領もそれで……！,"<audio id=""v07_60058""><source src=""talk/11/v07_60058.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v07_60058').play()"">アルマータの首領もそれで……！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
m7510,1,49,Melchior,Hahaha... AHAHAHAHA! Exactamundo!,Hahaha... AHAHAHAHA! Exactamundo!,メルキオル,アははハハハハハ……！！ そういうことさぁアアアア！！！,"<audio id=""v38_60046""><source src=""talk/11/v38_60046.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60046').play()"">アははハハハハハ……！！<br/>そういうことさぁアアアア！！！</a>",,
m7510,1,50,Agnes,What...in the world are those markings?,What...in the world are those markings?,アニエス,……なんて禍々しい紋様……,"<audio id=""v01_60101""><source src=""talk/11/v01_60101.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_60101').play()"">……なんて禍々しい紋様……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m7510,1,51,Aaron,"He's just like the others that were resurrected. No, he might be even worse!","He's just like the others that were resurrected. No, he<br/>might be even worse!",アーロン,死んだ連中と同じ…… ──いやそれ以上の……！？,"<audio id=""v03_60075""><source src=""talk/11/v03_60075.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_60075').play()"">死んだ連中と同じ……<br/>──いやそれ以上の……！？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
m7510,1,52,Demon Melchior,"Indeed. Their revivals were incomplete. Unlike them, I have become one with Pandemonium itself, so my power far surpasses theirs.","Indeed. Their revivals were incomplete. Unlike them,<br/>I have become one with Pandemonium itself, so my<br/>power far surpasses theirs.",魔人メルキオル,ああ、彼らと違って僕のこれは完全体…… 汎魔化そのものを取り込んでいる。,"<audio id=""v38_60047""><source src=""talk/11/v38_60047.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60047').play()"">ああ、彼らと違って僕のこれは完全体……<br/>汎魔化そのものを取り込んでいる。</a>",,
m7510,1,53,Aaron,"It's like when I turned into the Tyrant... No, this might be even worse!","It's like when I turned into the Tyrant... No, this<br/>might be even worse!",アーロン,俺が《大君》になった時の…… ──いやそれ以上か……！？,"<audio id=""v03_60076""><source src=""talk/11/v03_60076.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_60076').play()"">俺が《大君》になった時の……<br/>──いやそれ以上か……！？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
m7510,1,54,Demon Melchior,"Oh, yes. I heard about that beast. If I'm not mistaken, it appeared in a similar manner forty years ago.","Oh, yes. I heard about that beast. If I'm not mistaken,<br/>it appeared in a similar manner forty years ago.",魔人メルキオル,ハハ、あの存在も４０年前、 似たような顕れ方をしたみたいだね。,"<audio id=""v38_60048""><source src=""talk/11/v38_60048.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60048').play()"">ハハ、あの存在も４０年前、<br/>似たような顕れ方をしたみたいだね。</a>",,
m7510,1,55,Demon Melchior,"Though it would've been limited in what it could do. I have become one with Pandemonium itself, so I can run wild to my heart's content.","Though it would've been limited in what it could do.<br/>I have become one with Pandemonium itself, so I can<br/>run wild to my heart's content.",魔人メルキオル,あくまで限定的だったらしいけど…… 僕は汎魔化そのものを取り込んでいる。,"<audio id=""v38_60049""><source src=""talk/11/v38_60049.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60049').play()"">あくまで限定的だったらしいけど……<br/>僕は汎魔化そのものを取り込んでいる。</a>",,
m7510,1,56,Demon Melchior,"Now, then. It is time for the event of the century! The prelude to the end of everything as we know it!","Now, then. It is time for the event of the century!<br/>The prelude to the end of everything as we know it!",魔人メルキオル,それじゃあ始めようか……♪ 世界が魔に呑み込まれる前夜祭──,"<audio id=""v38_60050""><source src=""talk/11/v38_60050.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60050').play()"">それじゃあ始めようか……♪<br/>世界が魔に呑み込まれる前夜祭──</a>",,
m7510,1,57,Demon Melchior,"Before the world is devoured by darkness, I'll enjoy a most wondrous feast! I'm going to dine on your blood!","Before the world is devoured by darkness, I'll<br/>enjoy a most wondrous feast! I'm going to<br/>dine on your blood!",魔人メルキオル,血と焔をグチャグチャに掻き混ぜた クールでドープな饗宴（サバト）をさあああっ！！,"<audio id=""v38_60051""><source src=""talk/11/v38_60051.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v38_60051').play()"">血と焔をグチャグチャに掻き混ぜた<br/>クールでドープな饗宴（サバト）をさあああっ！！</a>",,
m7510,1,58,Ferry,He's about to attack!,He's about to attack!,フェリ,っっ！　来ます！！,"<audio id=""v02_60071""><source src=""talk/11/v02_60071.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_60071').play()"">っっ！　来ます！！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
