gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
c0600,1,1,Jess,I think I'll try writing some music here for once.,I think I'll try writing some music here for once.,ジェス,折角だからここで作曲していこうかな。,折角だからここで作曲していこうかな。,,
c0600,2,12,Van,(No way do I have time to catch another movie.),(No way do I have time to catch another movie.),ヴァン,（さすがにもう１本観る余裕はねぇな。）,（さすがにもう１本観る余裕はねぇな。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,3,13,Van,(I got some time to kill today. Nothin' to stop me from catchin' two movies this time.),(I got some time to kill today. Nothin' to stop me<br/>from catchin' two movies this time.),ヴァン,（今日はいくらか時間があるし、   ２本くらい観られそうだな。）,（今日はいくらか時間があるし、<br/>  ２本くらい観られそうだな。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,3,14,Van,"(What the hell. Day like this, you gotta live it up and make the most of it.)","(What the hell. Day like this, you gotta live it up and<br/>make the most of it.)",ヴァン,（ま、こんな日は大盤振る舞いしてもいいだろ。）,（ま、こんな日は大盤振る舞いしてもいいだろ。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,3,15,CHR_THIS,Welcome! Can I get you a ticket for something?,Welcome! Can I get you a ticket for something?,CHR_THIS,いらっしゃいませ。 チケットをご購入ですね？,いらっしゃいませ。<br/>チケットをご購入ですね？,,
c0600,3,16,Van,Hmm... What's playin' right now...?,Hmm... What's playin' right now...?,ヴァン,この時間にやってるのは……,この時間にやってるのは……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,3,17,CHR_THIS,How many tickets do you wish to buy?,How many tickets do you wish to buy?,CHR_THIS,何名様でご覧になりますか？,何名様でご覧になりますか？,,
c0600,3,18,Van,"(All right, then. Who should I invite?)","(All right, then. Who should I invite?)",ヴァン,（誰を誘ってみるか……）,（誰を誘ってみるか……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,3,19,Van,mira for,mira for,ヴァン,（この作品はアニエスと一緒に観たな。   別にもう１回観てもいいが……）,（この作品はアニエスと一緒に観たな。<br/>  別にもう１回観てもいいが……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,3,20,Van,Tickets for Golden Blood Director's Cut? It'll be   mira for 1.,Tickets for Golden Blood Director's Cut?<br/>It'll be <br/> mira for 1.,ヴァン,（この作品はフェリと一緒に観たな。   別にもう１回観てもいいが……）,（この作品はフェリと一緒に観たな。<br/>  別にもう１回観てもいいが……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,3,21,Van,Tickets for Wolves' Requiem? It'll be   mira for 1.,Tickets for Wolves' Requiem?<br/>It'll be <br/> mira for 1.,ヴァン,（この作品はアーロンと一緒に観たな。   別にもう１回観てもいいが……）,（この作品はアーロンと一緒に観たな。<br/>  別にもう１回観てもいいが……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,3,22,Van,Tickets for Sober Curious?  It'll be   mira for 1.,Tickets for Sober Curious? <br/>It'll be <br/> mira for 1.,ヴァン,（この作品はリゼットと一緒に観たな。   別にもう１回観てもいいが……）,（この作品はリゼットと一緒に観たな。<br/>  別にもう１回観てもいいが……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,3,23,Van,mira for,mira for,ヴァン,（この作品はカトルと一緒に観たな。   別にもう１回観てもいいが……）,（この作品はカトルと一緒に観たな。<br/>  別にもう１回観てもいいが……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,3,24,Van,mira for,mira for,ヴァン,（この作品はジュディスと一緒に観たな。   別にもう１回観てもいいが……）,（この作品はジュディスと一緒に観たな。<br/>  別にもう１回観てもいいが……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,3,25,Van,mira for,mira for,ヴァン,（この作品は師父（せんせい）と一緒に観たな。   別にもう１回観てもいいが……）,（この作品は師父（せんせい）と一緒に観たな。<br/>  別にもう１回観てもいいが……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,3,26,　,Tickets for Climber's Story? It'll be   mira for 1.,Tickets for Climber's Story?<br/>It'll be <br/> mira for 1.,　,ヴァンは解決業務の休憩がてら映画を観ようと、 仲間と一旦別行動をとることに──,<C1>ヴァンは解決業務の休憩がてら映画を観ようと、<br/>仲間と一旦別行動をとることに──,,
c0600,3,27,　,mira for,mira for,　,改めて一緒に観る仲間に声をかけ、劇場内へ向かった。,<C1>改めて一緒に観る仲間に声をかけ、劇場内へ向かった。,,
c0600,3,28,Van,mira for,mira for,ヴァン,（そんじゃあ席に向かうか。）,（そんじゃあ席に向かうか。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,3,29,Van,Tickets for This Side of Heaven? It'll be   mira for 1.,Tickets for This Side of Heaven?<br/>It'll be <br/> mira for 1.,ヴァン,（……手持ちが無いな。）,（……手持ちが無いな。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,4,30,Amy,mira for,mira for,エイミー,裏解決屋か……あれで本当に 依頼が届いているか分からないけど……,裏解決屋か……あれで本当に<br/>依頼が届いているか分からないけど……,,
c0600,4,31,Amy,"(I saw this movie before with Agnès. Could be nice to watch it again, I guess, if I really want to.)","(I saw this movie before with Agnès. Could be nice to<br/>watch it again, I guess, if I really want to.)",エイミー,今は信じて待つしかないわね……,今は信じて待つしかないわね……,,
c0600,4,32,Van,"(I saw this movie before with Feri. Could be nice to watch it again, I guess, if I really want to.)","(I saw this movie before with Feri. Could be nice to<br/>watch it again, I guess, if I really want to.)",ヴァン,（もしかしてウチの依頼者か？   確認してねえ掲示板でも見ておくか。）,（もしかしてウチの依頼者か？<br/>  確認してねえ掲示板でも見ておくか。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,4,33,Amy,"(I saw this movie before with Aaron. Could be nice to watch it again, I guess, if I really want to.)","(I saw this movie before with Aaron. Could be nice to<br/>watch it again, I guess, if I really want to.)",エイミー,調査にどれくらい時間がかかるのか 分からないけど……,調査にどれくらい時間がかかるのか<br/>分からないけど……,,
c0600,4,34,Amy,"(I saw this movie before with Risette. Could be nice to watch it again, I guess, if I really want to.)","(I saw this movie before with Risette. Could be nice<br/>to watch it again, I guess, if I really want to.)",エイミー,ひとまずここで待たせてもらう事にするわ。 ……早く彼の事を知りたいから。,ひとまずここで待たせてもらう事にするわ。<br/>……早く彼の事を知りたいから。,,
c0600,5,35,Carol,"(I saw this movie before with Quatre. Could be nice to watch it again, I guess, if I really want to.)","(I saw this movie before with Quatre. Could be nice<br/>to watch it again, I guess, if I really want to.)",キャロル,今年は導力ネットでの生中継もやるなんて…… それは演出にもこだわりたいですね！,今年は導力ネットでの生中継もやるなんて……<br/>それは演出にもこだわりたいですね！,,
c0600,5,36,director,"(I saw this movie before with Judith. Could be nice to watch it again, I guess, if I really want to.)","(I saw this movie before with Judith. Could be nice to<br/>watch it again, I guess, if I really want to.)",ディレクター,うん、今までの《ＥＧＣ》を越えていきたい！ みんなも知恵を貸してくれ！,うん、今までの《ＥＧＣ》を越えていきたい！<br/>みんなも知恵を貸してくれ！,,
c0600,5,37,Male staff,"(I saw this movie before with Master. Could be nice to watch it again, I guess, if I really want to.)","(I saw this movie before with Master. Could be nice<br/>to watch it again, I guess, if I really want to.)",男性スタッフ,ライティング機材も新しい物を用意してますが──,ライティング機材も新しい物を用意してますが──,,
c0600,5,38,Male staff,Van decided to let everyone loose so he could watch a movie during his work break.,Van decided to let everyone loose so he could watch a<br/>movie during his work break.,男性スタッフ,ＢＧＭはどうします？ オープニングはしっとり目から入るんですよね？,ＢＧＭはどうします？<br/>オープニングはしっとり目から入るんですよね？,,
c0600,5,39,Female staff,"After inviting some company to tag along with him, they made their way to the theater.","After inviting some company to tag along with him,<br/>they made their way to the theater.",女性スタッフ,あ、それなら私いい曲知っていますよ～！ 最近ちょっと流行ってる……あれ何でしたっけ？,あ、それなら私いい曲知っていますよ～！<br/>最近ちょっと流行ってる……あれ何でしたっけ？,,
c0600,5,40,director,(Let's grab a seat.),(Let's grab a seat.),ディレクター,ああ、あのメロディアスなやつだろ？ 確か歌手の名は──ジェス・ブランソンだったか。,ああ、あのメロディアスなやつだろ？<br/>確か歌手の名は──ジェス・ブランソンだったか。,,
c0600,5,41,Carol,"(...Oh, crap. Wallet's empty. So much for that.)","(...Oh, crap. Wallet's empty. So much for that.)",キャロル,……ぶふぇっ！？！？,<S5>……ぶふぇっ！？！？,,
c0600,5,42,Female staff,Hmm... I have no way of knowing if my request will reach that spriggan in time.,Hmm... I have no way of knowing if my request will<br/>reach that spriggan in time.,女性スタッフ,キャ、キャロルさん、どうかしました？,キャ、キャロルさん、どうかしました？,,
c0600,5,43,Carol,"For now, all I can do is cross my fingers and hope for the best, I guess.","For now, all I can do is cross my fingers and hope for<br/>the best, I guess.",キャロル,ななななななんでもっ！？,ななななななんでもっ！？,,
c0600,5,44,Carol,"(Oh, damn. She a client of mine? Better check the bulletin board to see if anything new's been posted.)","(Oh, damn. She a client of mine? Better check the<br/>bulletin board to see if anything new's been posted.)",キャロル,（なんでジェスの名前が出てくるのよ～！！   ……そ、そりゃあ広まってて嬉しいけどっ！！）,（なんでジェスの名前が出てくるのよ～！！<br/>  ……そ、そりゃあ広まってて嬉しいけどっ！！）,,
c0600,5,45,director,I know you can't really say how long your investigation is going to take...,I know you can't really say how long your<br/>investigation is going to take...,ディレクター,ジェス・ブランソン、いいんじゃないか？ 事務所に打診してみるか！,ジェス・ブランソン、いいんじゃないか？<br/>事務所に打診してみるか！,,
c0600,5,46,Female staff,...but that's okay. I'll stick around here for the time being. Any information on my boyfriend is absolutely worth the wait.,...but that's okay. I'll stick around here for the<br/>time being. Any information on my boyfriend is<br/>absolutely worth the wait.,女性スタッフ,あ、社長さんがウチの常連なので 私聞いてみますよ～！,あ、社長さんがウチの常連なので<br/>私聞いてみますよ～！,,
c0600,5,47,Carol,It's amazing we're broadcasting this year's EGC over the orbal net. We've got to nail the production and get every detail right!,It's amazing we're broadcasting this year's EGC over<br/>the orbal net. We've got to nail the production and<br/>get every detail right!,キャロル,（あわわわ……なんか話が進んでる……   嬉しいけど……ど、どうすればいいのっ！？）,（あわわわ……なんか話が進んでる……<br/>  嬉しいけど……ど、どうすればいいのっ！？）,,
c0600,6,48,Unifa,Right! We're going to make this the best EGC by a selge! But it's going to take all of us working as a team to make it happen.,Right! We're going to make this the best EGC by<br/>a selge! But it's going to take all of us working as a<br/>team to make it happen.,ユニファ,えっへん、エルメスさんと一緒に あちこちで困ってる人を運んでたんだ～！,えっへん、エルメスさんと一緒に<br/>あちこちで困ってる人を運んでたんだ～！,,
c0600,6,49,Unifa,I've got new lighting gear all ready to go on my end.,I've got new lighting gear all ready to go on my end.,ユニファ,大体落ち着いたけど、補給が済んだら もう一度回ってみないとね！,大体落ち着いたけど、補給が済んだら<br/>もう一度回ってみないとね！,,
c0600,6,50,Unifa,"But what are we going to do for the background music? We want to start with something nice and subdued, don't we?","But what are we going to do for the background<br/>music? We want to start with something nice and<br/>subdued, don't we?",ユニファ,みんなも……その、気をつけて！ 力になれることがあったら声かけてよね！,みんなも……その、気をつけて！<br/>力になれることがあったら声かけてよね！,,
c0600,7,51,Graham,I've got an idea! What about that song that's been kind of popular lately? What was it called again...?,I've got an idea! What about that song that's been<br/>kind of popular lately? What was it called again...?,グレアム,正直無我夢中だが、俺たちも 最後まで協力させてもらうぜ！,正直無我夢中だが、俺たちも<br/>最後まで協力させてもらうぜ！,,
c0600,7,52,Graham,"Oh, I know the one. You mean that one with the really nice melody? I remember the singer. I think his name was Jess Branson.","Oh, I know the one. You mean that one with the<br/>really nice melody? I remember the singer. I think his<br/>name was Jess Branson.",グレアム,足でも整備でも、必要なら言ってくれ！ でもって絶対に成功させて戻ってきてくれよな！,足でも整備でも、必要なら言ってくれ！<br/>でもって絶対に成功させて戻ってきてくれよな！,,
c0600,8,53,Shino,PFFFFFT!,PFFFFFT!,シノ,ふふ、こちらのお二人は アニエスさんの同級生だったのですね。,ふふ、こちらのお二人は<br/>アニエスさんの同級生だったのですね。,,
c0600,8,54,Shino,C-Carol?! Is something wrong?,C-Carol?! Is something wrong?,シノ,カフェ巡りがお好きとの事で 今日はカプチーノをお出ししています。,カフェ巡りがお好きとの事で<br/>今日はカプチーノをお出ししています。,,
c0600,8,55,Shino,"N-NO, NOTHING AT ALL! DON'T MIND ME!","N-NO, NOTHING AT ALL! DON'T<br/>MIND ME!",シノ,生徒会の仕事もお忙しそうですし、 ゆっくり息抜きしてほしいですね。,生徒会の仕事もお忙しそうですし、<br/>ゆっくり息抜きしてほしいですね。,,
c0600,8,56,Agnes,"(Of all the people, why'd it have to be him?! ARGH! I mean, I'm glad he's getting noticed, of course, but still!)","(Of all the people, why'd it have to be him?! ARGH!<br/>I mean, I'm glad he's getting noticed, of course,<br/>but still!)",アニエス,シノさんのお店ならきっと。 ふふっ、二人をよろしくお願いしますね！,シノさんのお店ならきっと。<br/>ふふっ、二人をよろしくお願いしますね！,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c0600,8,57,Shino,"Jess Branson, you said, right? That could work. I'll get in touch with his agency and see what they have to say.","Jess Branson, you said, right? That could work. I'll get<br/>in touch with his agency and see what they have<br/>to say.",シノ,ええ、精一杯 おもてなしさせていただきます♪,ええ、精一杯<br/>おもてなしさせていただきます♪,,
c0600,8,58,Shino,I know the president there. He's a regular of mine. I'll just ask him!,I know the president there. He's a regular of mine.<br/>I'll just ask him!,シノ,夜の繁華街は賑わいますね。 この独特の雰囲気、私も好きです。,夜の繁華街は賑わいますね。<br/>この独特の雰囲気、私も好きです。,,
c0600,8,59,Shino,"(AAAH! They're doing it! They're really doing it! Wh-What do I do?! I'm happy, but at the same time...what do I do?!)","(AAAH! They're doing it! They're really doing it!<br/>Wh-What do I do?! I'm happy, but at the same<br/>time...what do I do?!)",シノ,こちらのお二人は映画を楽しんでこられたようで。,こちらのお二人は映画を楽しんでこられたようで。,,
c0600,8,60,Shino,You're going to be so proud of me! Hermès and I went around and we picked up as many people in trouble as we could find.,You're going to be so proud of me! Hermès and I<br/>went around and we picked up as many people in<br/>trouble as we could find.,シノ,ふふ、ゆっくり語り合えるよう 美味しい一杯をお出ししていますよ。,ふふ、ゆっくり語り合えるよう<br/>美味しい一杯をお出ししていますよ。,,
c0600,8,61,Shino,"Things have calmed down a lot, but I'm still going to do another run just to be sure once we're resupplied.","Things have calmed down a lot, but I'm still going to<br/>do another run just to be sure once we're resupplied.",シノ,いらっしゃいませ。 SHINO's・BARにようこそです。,いらっしゃいませ。<br/>SHINO's・BARにようこそです。,,
c0600,8,62,Aaron,"As for you guys, just...be careful, okay? If there's anything I can do to help, don't hesitate to ask!","As for you guys, just...be careful, okay? If there's<br/>anything I can do to help, don't hesitate to ask!",アーロン,へえ？　移動式のバーか。 煌都じゃ見かけた事はねえな。,へえ？　移動式のバーか。<br/>煌都じゃ見かけた事はねえな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c0600,8,63,Aaron,"We'll keep helping until the very end! At this point, we're in the zone!","We'll keep helping until the very end! At this point,<br/>we're in the zone!",アーロン,だが東方系がやってんなら いい白酒なんかも置いてんじゃねえか？,だが東方系がやってんなら<br/>いい白酒なんかも置いてんじゃねえか？,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c0600,8,64,Van,"If you need more boots on the ground or maintenance or whatever, hit me up!","If you need more boots on the ground or maintenance<br/>or whatever, hit me up!",ヴァン,がっつくなっつの…… 悪いなシノ、コイツ二十歳になったばかりでよ。,がっつくなっつの……<br/>悪いなシノ、コイツ二十歳になったばかりでよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,8,65,Aaron,It turns out these two are Agnès' classmates.,It turns out these two are Agnès' classmates.,アーロン,って俺がイキってるみてえに 言うんじゃねーよ、オッサン！,って俺がイキってるみてえに<br/>言うんじゃねーよ、オッサン！,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c0600,8,66,Shino,"They mentioned that they enjoy visiting cafés, so today, I'm doing something a little different and serving up cappuccinos for a change of pace.","They mentioned that they enjoy visiting cafés, so<br/>today, I'm doing something a little different and<br/>serving up cappuccinos for a change of pace.",シノ,クスクス……白酒を使ったカクテルなら いくつかお出ししていますよ。,クスクス……白酒を使ったカクテルなら<br/>いくつかお出ししていますよ。,,
c0600,8,67,Shino,I can only imagine how busy Student Council work must get. Hopefully they're able to relax and unwind a little while they're here.,I can only imagine how busy Student Council work<br/>must get. Hopefully they're able to relax and unwind<br/>a little while they're here.,シノ,煌都の方ならこちらがオススメです♪,煌都の方ならこちらがオススメです♪,,
c0600,8,68,Aaron,"Oh, I'm sure they will. Nothing beats your place when it comes to that. Take good care of them for me, all right, Shino?","Oh, I'm sure they will. Nothing beats your place<br/>when it comes to that. Take good care of them for<br/>me, all right, Shino?",アーロン,へえ、マジで美味そうだな。 そんじゃ早速──,へえ、マジで美味そうだな。<br/>そんじゃ早速──,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c0600,8,69,Van,Absolutely. I promise they'll get my absolute best service and then some. ♪,Absolutely. I promise they'll get my absolute best<br/>service and then some. ♪,ヴァン,仕事中だぞ。 分かってんのか？　ったく……,仕事中だぞ。<br/>分かってんのか？　ったく……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,8,70,Shino,The shopping center here is always so busy at night. It has this unique atmosphere that I'm very fond of.,The shopping center here is always so busy at night.<br/>It has this unique atmosphere that I'm very fond of.,シノ,いらっしゃいませ。 SHINO's・BARにようこそです。,いらっしゃいませ。<br/>SHINO's・BARにようこそです。,,
c0600,8,71,Van,It seems these two were enjoying a movie together before they came here.,It seems these two were enjoying a movie together<br/>before they came here.,ヴァン,シノ、今日はここに来てたのか。,シノ、今日はここに来てたのか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,8,72,Shino,I'll have to serve up some of my tastiest drinks to keep the conversation flowing for them.,I'll have to serve up some of my tastiest drinks to keep<br/>the conversation flowing for them.,シノ,はい、この街区はやっぱり 色々な人が立ち寄ってくれますね。,はい、この街区はやっぱり<br/>色々な人が立ち寄ってくれますね。,,
c0600,8,73,Shino,Welcome to my humble little bar. What can I get you?,Welcome to my humble little bar. What can I<br/>get you?,シノ,映画や音楽……好きな事や趣味について 語ってくれる方も多いです。,映画や音楽……好きな事や趣味について<br/>語ってくれる方も多いです。,,
c0600,8,74,Shino,"Damn. Is that a straight up bar truck? We've got nothing that fun back in Langport, that's for sure.","Damn. Is that a straight up bar truck? We've got<br/>nothing that fun back in Langport, that's for sure.",シノ,バーテンダーは肌感覚が大切なので── 私もよい刺激をもらっていますね。,バーテンダーは肌感覚が大切なので──<br/>私もよい刺激をもらっていますね。,,
c0600,8,75,Shino,AND it's run by an Eastern chick? No wonder this place is stocked with such good baijiu. Talk about perfect!,AND it's run by an Eastern chick? No wonder this<br/>place is stocked with such good baijiu. Talk<br/>about perfect!,シノ,バーテンダーは肌感覚が大切── これは私の先輩の教えなのですが。,バーテンダーは肌感覚が大切──<br/>これは私の先輩の教えなのですが。,,
c0600,8,76,Shino,"Calm down. You're embarrassin' me! ...Sorry about him, Shino. Kid's a little full of himself now that he's turned twenty and can legally drink.","Calm down. You're embarrassin' me! ...Sorry about<br/>him, Shino. Kid's a little full of himself now that he's<br/>turned twenty and can legally drink.",シノ,このタイレル地区は色々な人がいらして 私もよい刺激をもらっていますね。,このタイレル地区は色々な人がいらして<br/>私もよい刺激をもらっていますね。,,
c0600,8,77,Shino,Shut up! Better to be young and hot than someone so crusty and old you forgot how to have some fun.,Shut up! Better to be young and hot than<br/>someone so crusty and old you forgot how to<br/>have some fun.,シノ,よりお客様にくつろいで いただけるよう、私も精進します♪,よりお客様にくつろいで<br/>いただけるよう、私も精進します♪,,
c0600,9,78,Van,"You two are quite the funny pair. Well, if you're looking for a baijiu cocktail, my menu has more than a few.","You two are quite the funny pair. Well, if you're looking<br/>for a baijiu cocktail, my menu has more than a few.",ヴァン,アンタは……無事だったのかよ。,アンタは……無事だったのかよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,9,79,Giordano,This one in particular would be perfect for someone from Langport.,This one in particular would be perfect for someone<br/>from Langport.,ジョルダーノ,ようブラザー、そっちこそ無事で何よりだぜ。 仲間とも合流できたようだな？,ようブラザー、そっちこそ無事で何よりだぜ。<br/>仲間とも合流できたようだな？,,
c0600,9,80,Giordano,"Oh, HELL yeah! That looks bomb as f—","Oh, HELL yeah! That looks bomb as f—",ジョルダーノ,オレも仕事をさせてもらっているぜ。 離れ離れになった市民や学生を送ったりな。,オレも仕事をさせてもらっているぜ。<br/>離れ離れになった市民や学生を送ったりな。,,
c0600,9,81,Giordano,"Forget it. No. Drinking. We're on the clock, remember? Sheesh...","Forget it. No. Drinking. We're on the<br/>clock, remember? Sheesh...",ジョルダーノ,このヤマには最後まで付き合うつもりだ。 ──フフ、ディンゴに報いるためにもな。,このヤマには最後まで付き合うつもりだ。<br/>──フフ、ディンゴに報いるためにもな。,,
c0600,9,82,Van,Welcome to my humble little bar. What can I get you?,Welcome to my humble little bar. What can I<br/>get you?,ヴァン,そうか…… ああ、どうかよろしく頼むぜ！,そうか……<br/>ああ、どうかよろしく頼むぜ！,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0600,9,83,Giordano,"Heya, Shino. Workin' out here today, it looks like?","Heya, Shino. Workin' out here today, it looks like?",ジョルダーノ,ＨＡＨＡ、任せときなブラザー！,ＨＡＨＡ、任せときなブラザー！,,
c0600,9,84,Giordano,That's right. I can always count on a variety of people stopping by in this district.,That's right. I can always count on a variety of people<br/>stopping by in this district.,ジョルダーノ,オレのアクティスなら、化け物どもを 避けて走るくらい朝飯前だぜ。,オレのアクティスなら、化け物どもを<br/>避けて走るくらい朝飯前だぜ。,,
c0600,9,85,Giordano,"Many of them like to tell me about their hobbies and interests. What movies and music they enjoy, for instance.","Many of them like to tell me about their hobbies and<br/>interests. What movies and music they enjoy,<br/>for instance.",ジョルダーノ,まだまだ手助けが必要な連中がいるようだしな、 ドライバーなら務めてやるさ。,まだまだ手助けが必要な連中がいるようだしな、<br/>ドライバーなら務めてやるさ。,,
c0600,9,86,Giordano,I learn a lot from talking to my customers here. Getting in practical experience like that is everything to a bartender.,I learn a lot from talking to my customers here.<br/>Getting in practical experience like that is everything<br/>to a bartender.,ジョルダーノ,フフ、ブラザーたちもしっかりな。 また酒でも酌み交わそうぜ。,フフ、ブラザーたちもしっかりな。<br/>また酒でも酌み交わそうぜ。,,
c0600,10,87,Immovable Jin,Getting in practical experience with customers is everything as a bartender. Someone I used to work with taught me as much.,Getting in practical experience with customers is<br/>everything as a bartender. Someone I used to work<br/>with taught me as much.,不動のジン,このよだれ鶏と老酒の組み合わせがまた…… ふぅむ、客を連れてくるのも良さそうだな。,このよだれ鶏と老酒の組み合わせがまた……<br/>ふぅむ、客を連れてくるのも良さそうだな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c0600,10,88,Immovable Jin,"Thankfully, Tyrell's the perfect place for that. I get all kinds of people coming up here for a drink.","Thankfully, Tyrell's the perfect place for that. I get all<br/>kinds of people coming up here for a drink.",不動のジン,エステルたちにアガットたち、 クロスベルの面々にケビンたち……,エステルたちにアガットたち、<br/>クロスベルの面々にケビンたち……,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c0600,10,89,Immovable Jin,It always motivates me to make their visits more comfortable. ♪,It always motivates me to make their visits<br/>more comfortable. ♪,不動のジン,フフ、何ならカシウスの旦那に オリビエたちなんかもアリかもしれん。,フフ、何ならカシウスの旦那に<br/>オリビエたちなんかもアリかもしれん。,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
