gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
11,e0100,1,23,,,,猟兵アイーダ,いや～、相変わらずいい感触だねぇ。,"<audio id=""v75_10009""><source src=""talk/11/v75_10009.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v75_10009').play()"">いや～、相変わらずいい感触だねぇ。</a>",,,
11,e0100,1,24,,,,猟兵アイーダ,そうだね……また今度、 戦場以外で会えたら話してあげるよ。,"<audio id=""v75_10010""><source src=""talk/11/v75_10010.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v75_10010').play()"">そうだね……また今度、<br/>戦場以外で会えたら話してあげるよ。</a>",,,
11,e0100,1,25,,,,猟兵アイーダ,アタシが前にいた団──《西風》の事を。,"<audio id=""v75_10011""><source src=""talk/11/v75_10011.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v75_10011').play()"">アタシが前にいた団──《西風》の事を。</a>",,,
11,e0100,1,26,,,,少年兵？,うんっ、約束ですよ……！,"<audio id=""v02_10011""><source src=""talk/11/v02_10011.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_10011').play()"">うんっ、約束ですよ……！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>",
11,e0100,2,27,,,,少年兵？,くっ……まだまだ！,"<audio id=""v02_10000""><source src=""talk/11/v02_10000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_10000').play()"">くっ……まだまだ！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>",
11,e0100,2,28,,,,猟兵アイーダ,ハッ、甘いね──！,"<audio id=""v75_10000""><source src=""talk/11/v75_10000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v75_10000').play()"">ハッ、甘いね──！</a>",,,
11,e0100,2,29,,,,少年兵？,ああっ……！？,"<audio id=""v02_10001""><source src=""talk/11/v02_10001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_10001').play()"">ああっ……！？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>",
11,e0100,2,30,,,,猟兵アイーダ,──もらった！,"<audio id=""v75_10001""><source src=""talk/11/v75_10001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v75_10001').play()"">──もらった！</a>",,,
11,e0100,2,31,,,,少年兵？,ッ……焔よ──,"<audio id=""v02_10002""><source src=""talk/11/v02_10002.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_10002').play()"">ッ……焔よ──</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>",
11,e0100,2,32,,,,少年兵？,我が息吹となれ──！！,"<audio id=""v02_10003""><source src=""talk/11/v02_10003.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_10003').play()"">我が息吹となれ──！！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>",
11,e0100,2,33,,,,猟兵アイーダ,っ……！？,"<audio id=""v75_10002""><source src=""talk/11/v75_10002.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v75_10002').play()"">っ……！？</a>",,,
11,e0100,2,34,,,,少年兵？,ぁ…………,"<audio id=""v02_10004""><source src=""talk/11/v02_10004.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_10004').play()"">ぁ…………</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>",
11,e0100,2,35,,,,猟兵アイーダ,……やれやれ。 アタシらの負け、か。,"<audio id=""v75_10003""><source src=""talk/11/v75_10003.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v75_10003').play()"">……やれやれ。<br/>アタシらの負け、か。</a>",,,
